C_n;Fai_n;e2(input);v2(output);e3;v3;e4;v4;e5;v5
0;0;1,35E+16;8,47E+13;1,62E+16;1,41E+14;1,82E+16;5,31E+13;3,05E+16;5,07E+13
0;0;1,01E+16;7,79E+13;2,59E+16;2,69E+13;1,03E+16;4,47E+13;2,13E+16;6,99E+13
0;0;6,77E+14;1,02E+14;1,22E+16;6,97E+13;1,41E+16;2,60E+13;8,28E+14;4,37E+13
0;0;1,42E+16;1,38E+14;6,14E+14;7,97E+13;1,43E+16;1,00E+14;1,48E+16;3,58E+13
0;0;1,70E+16;2,81E+14;1,48E+16;5,93E+13;4,29E+14;4,83E+13;9,67E+14;9,92E+12
0;0;5,04E+14;1,84E+14;1,58E+16;2,07E+14;9,15E+14;8,69E+13;6,03E+14;7,93E+13
0;0;3,75E+14;9,60E+13;9,65E+14;5,33E+13;6,50E+14;3,10E+13;3,82E+14;3,70E+13
0;0;1,71E+16;2,74E+14;2,34E+16;1,60E+14;3,27E+16;1,62E+13;3,00E+16;3,12E+13
0;0;4,87E+14;4,96E+13;8,39E+14;1,23E+14;1,04E+16;4,35E+13;1,17E+16;3,36E+13
0;0;7,77E+14;2,56E+13;7,16E+14;7,51E+13;6,56E+14;7,98E+13;2,41E+16;1,24E+13
0;0;1,32E+16;2,41E+14;1,32E+16;1,52E+14;7,64E+14;4,98E+13;8,03E+14;3,25E+13
0;0;1,33E+16;1,92E+13;1,50E+16;1,26E+14;1,12E+16;4,84E+13;2,21E+16;2,82E+13
0;0;3,66E+14;1,20E+14;1,03E+16;6,92E+13;9,35E+14;6,86E+13;1,53E+16;3,09E+13
0;0;1,17E+16;3,30E+13;2,16E+16;2,47E+14;1,11E+16;1,43E+14;1,23E+16;3,57E+13
0;0;9,67E+14;2,05E+14;2,19E+16;1,84E+14;3,67E+14;4,98E+13;1,91E+16;2,32E+13
0;0;3,18E+14;2,35E+14;1,63E+14;4,57E+13;2,42E+16;9,76E+13;8,99E+14;3,63E+13
0;0;1,61E+16;3,42E+14;1,87E+16;1,35E+14;8,40E+14;6,22E+13;3,49E+14;3,21E+13
0;0;3,88E+14;3,51E+14;7,10E+14;1,23E+14;6,81E+14;2,74E+13;1,02E+16;9,71E+12
0;0;2,05E+16;2,55E+14;2,82E+14;4,90E+13;8,68E+14;1,12E+14;2,13E+16;4,81E+13
0;0;9,69E+14;1,08E+14;9,83E+14;1,69E+14;8,28E+14;3,97E+13;5,71E+14;1,19E+13
0;0;8,34E+14;3,52E+13;5,37E+14;1,19E+14;1,78E+14;3,23E+13;2,66E+14;4,82E+12
0;0;9,53E+14;1,03E+14;6,68E+14;2,28E+13;6,92E+14;9,88E+13;4,60E+14;2,86E+13
0;0;5,73E+14;7,29E+13;1,11E+16;1,47E+14;3,26E+14;5,23E+13;5,47E+14;5,83E+12
0;0;7,95E+14;1,51E+14;1,65E+16;1,51E+14;4,88E+14;3,02E+13;1,10E+14;4,33E+13
0;0;9,14E+14;1,10E+14;1,18E+16;9,98E+13;8,25E+14;3,89E+13;1,47E+16;1,15E+13
0;0;1,73E+16;1,93E+14;5,09E+14;4,25E+13;8,01E+14;7,52E+13;1,64E+16;6,36E+13
0;0;1,88E+16;2,65E+14;1,63E+16;1,69E+14;7,55E+14;6,36E+13;2,11E+16;2,59E+13
0;0;1,00E+16;2,34E+14;8,11E+14;7,42E+13;6,79E+14;5,03E+13;6,19E+14;2,97E+13
0;0;1,19E+16;1,91E+14;6,89E+14;1,27E+14;8,10E+14;3,86E+13;9,24E+14;1,65E+13
0;0;7,23E+14;2,05E+14;2,40E+16;1,70E+14;9,76E+14;1,16E+14;1,84E+14;4,95E+13
0;0;2,78E+14;1,79E+14;8,60E+14;8,26E+13;4,54E+14;5,60E+13;2,80E+16;4,57E+13
0;0;8,94E+14;2,08E+14;9,81E+14;1,45E+14;1,16E+16;5,04E+13;1,06E+16;7,10E+12
0;0;4,63E+14;2,02E+14;1,62E+16;9,67E+13;2,02E+14;9,21E+13;1,45E+16;2,86E+13
0;0;5,63E+14;6,75E+13;1,05E+16;1,19E+14;1,04E+16;5,43E+13;1,85E+16;3,38E+13
0;0;4,03E+14;2,09E+14;2,82E+16;2,72E+14;3,44E+14;3,55E+13;4,98E+14;3,05E+13
0;0;1,88E+16;3,50E+14;2,02E+16;1,95E+14;8,19E+14;1,54E+14;1,04E+16;2,93E+13
0;0;8,95E+14;2,68E+14;1,08E+16;1,10E+14;9,94E+14;4,74E+13;1,96E+16;2,76E+13
0;0;8,79E+14;1,98E+13;1,28E+16;9,17E+13;9,63E+14;5,85E+13;9,58E+14;1,53E+13
0;0;1,62E+16;1,02E+14;1,91E+16;2,77E+13;1,11E+16;5,62E+13;1,91E+16;1,92E+12
0;0;1,74E+16;2,23E+14;1,52E+16;1,73E+14;8,60E+14;3,28E+13;1,32E+16;2,18E+13
0;0;2,10E+16;3,45E+14;1,42E+16;1,94E+14;5,29E+14;5,29E+13;5,70E+14;5,73E+13
0;0;6,15E+14;2,12E+14;6,65E+14;1,05E+14;4,19E+14;2,89E+13;1,17E+16;1,60E+13
0;0;1,52E+16;2,97E+14;2,51E+16;1,76E+14;7,78E+14;6,53E+13;1,84E+16;1,09E+13
0;0;3,21E+14;1,30E+14;2,23E+16;2,44E+14;7,62E+14;8,02E+13;7,44E+14;1,11E+13
0;0;1,09E+16;1,18E+14;1,23E+16;1,31E+14;9,21E+14;1,08E+14;1,35E+16;4,55E+13
0;0;1,05E+16;5,50E+13;3,35E+14;1,39E+14;5,70E+14;5,85E+13;9,16E+14;3,81E+13
0;0;1,11E+16;2,39E+14;8,09E+14;1,48E+14;1,10E+16;9,07E+13;8,43E+14;1,40E+13
0;0;8,55E+14;9,98E+13;7,07E+14;9,82E+13;9,32E+14;6,68E+13;1,75E+16;2,24E+13
0;0;2,16E+16;2,49E+14;9,74E+14;1,38E+14;4,24E+14;5,37E+13;2,34E+16;9,76E+12
0;0;1,38E+16;2,67E+14;3,15E+16;2,44E+14;2,02E+16;2,01E+13;5,65E+14;4,95E+13
0;0;9,69E+14;6,94E+13;7,50E+14;1,33E+14;1,07E+16;1,14E+14;1,37E+16;1,26E+13
0;0;1,66E+16;2,61E+14;1,99E+16;7,94E+13;3,81E+14;1,39E+14;1,42E+16;4,01E+13
0;0;8,87E+14;2,59E+14;1,76E+16;1,58E+14;1,29E+16;6,54E+13;1,34E+16;1,51E+13
0;0;8,27E+14;1,06E+14;1,21E+16;7,66E+13;1,03E+16;1,29E+13;4,25E+14;3,28E+13
0;0;5,38E+14;1,35E+14;6,94E+14;1,45E+14;1,28E+16;6,96E+13;1,88E+16;1,45E+13
0;0;1,21E+16;1,50E+14;1,90E+16;1,32E+14;2,45E+16;6,66E+13;1,61E+14;1,33E+13
0;0;7,60E+14;1,83E+14;1,15E+16;8,07E+13;1,83E+16;4,51E+13;6,81E+14;1,73E+13
0;0;1,01E+16;2,83E+14;5,91E+14;1,09E+14;8,30E+14;3,96E+13;1,00E+16;1,02E+13
0;0;1,99E+16;2,68E+14;1,78E+14;4,20E+13;2,73E+16;1,50E+14;3,28E+14;3,34E+13
0;0;1,48E+16;1,37E+14;8,31E+14;9,53E+13;2,09E+16;5,74E+13;1,86E+16;2,84E+13
0;0;2,20E+16;4,36E+14;2,23E+16;1,31E+14;5,79E+14;4,60E+13;2,28E+16;5,25E+13
0;0;8,09E+14;1,89E+14;1,41E+16;2,01E+14;1,36E+16;2,24E+13;5,90E+14;3,83E+13
0;0;2,76E+16;4,62E+14;1,61E+16;1,83E+14;6,20E+14;1,09E+14;2,45E+16;1,34E+13
0;0;1,55E+16;2,67E+14;1,11E+16;1,58E+14;3,29E+14;2,44E+13;8,65E+14;3,02E+13
0;0;2,77E+14;6,60E+13;1,41E+16;6,93E+13;2,37E+16;1,46E+14;1,62E+16;1,70E+13
0;0;2,22E+16;3,42E+14;1,21E+16;1,29E+14;6,36E+14;8,64E+13;1,19E+16;1,27E+13
0;0;1,15E+16;1,29E+14;6,39E+14;6,91E+13;1,31E+16;8,89E+13;9,76E+14;2,38E+13
0;0;1,51E+16;4,25E+14;4,66E+14;2,41E+13;1,01E+16;6,15E+13;9,39E+14;3,78E+13
0;0;1,14E+16;9,32E+13;8,05E+14;1,23E+14;8,92E+14;2,75E+13;1,26E+16;1,77E+13
0;0;1,53E+16;2,23E+14;6,32E+14;7,99E+13;5,82E+14;1,04E+14;6,18E+14;4,22E+13
0;0;7,65E+14;5,58E+13;6,67E+14;8,11E+13;1,27E+16;4,51E+13;1,81E+16;8,38E+13
0;0;8,65E+14;1,64E+14;1,00E+16;1,04E+14;1,86E+16;3,83E+13;3,45E+16;4,28E+13
0;0;1,08E+16;2,92E+14;1,23E+16;6,65E+13;2,91E+16;9,93E+13;5,89E+14;1,03E+13
0;0;1,28E+16;2,53E+14;1,16E+16;2,52E+14;5,76E+14;4,47E+13;2,38E+16;5,03E+13
0;0;1,22E+16;8,80E+13;1,24E+16;5,72E+13;6,89E+14;4,69E+13;1,33E+16;4,72E+13
0;0;1,51E+16;2,26E+14;5,26E+14;7,81E+13;9,58E+14;2,32E+13;4,96E+14;5,24E+13
0;0;1,07E+16;2,07E+14;3,18E+16;2,18E+14;1,16E+16;7,06E+13;1,40E+16;5,83E+13
0;0;7,83E+13;1,20E+14;1,95E+16;1,80E+14;1,07E+16;2,49E+13;7,69E+14;1,32E+13
0;0;6,93E+14;1,41E+14;1,48E+16;2,69E+14;9,82E+14;6,55E+13;2,85E+16;1,39E+13
0;0;1,35E+16;2,33E+14;5,98E+14;4,70E+13;2,21E+16;1,22E+14;1,52E+16;1,30E+13
0;0;2,13E+16;3,26E+14;7,03E+14;6,34E+13;8,71E+14;2,90E+13;2,01E+16;4,36E+12
0;0;9,38E+14;2,99E+14;1,03E+16;1,65E+14;9,52E+14;2,06E+13;2,37E+16;3,39E+13
0;0;1,10E+16;2,08E+14;7,76E+14;2,42E+14;3,20E+14;2,97E+13;1,93E+16;1,69E+13
0;0;8,51E+14;1,56E+14;1,37E+16;2,73E+14;1,32E+16;5,34E+13;1,60E+16;2,48E+13
0;0;8,05E+14;3,71E+13;1,53E+16;1,15E+14;4,03E+14;3,22E+13;1,36E+16;3,52E+13
0;0;5,10E+14;1,18E+14;1,44E+16;1,89E+14;1,82E+16;1,02E+14;1,37E+16;1,59E+13
0;0;8,40E+14;2,89E+14;9,77E+14;1,25E+14;3,80E+14;1,75E+13;1,94E+16;3,21E+13
0;0;1,45E+16;1,51E+14;1,22E+16;1,10E+14;9,20E+14;4,68E+13;4,66E+14;4,01E+13
0;0;1,82E+14;8,65E+13;7,70E+14;9,40E+13;1,38E+16;1,10E+14;1,05E+16;2,57E+13
0;0;7,81E+14;1,72E+14;2,61E+16;3,22E+14;2,03E+16;4,39E+13;2,40E+16;4,33E+13
0;0;1,40E+16;3,38E+14;9,54E+14;1,33E+14;2,12E+16;1,18E+14;7,81E+14;5,03E+13
0;0;6,89E+14;1,08E+14;8,14E+14;1,67E+14;1,72E+16;3,12E+13;1,15E+16;1,72E+13
0;0;7,10E+14;8,39E+13;1,55E+16;1,71E+14;8,38E+14;9,50E+13;1,38E+16;1,43E+13
0;0;1,56E+16;1,39E+14;8,11E+14;5,78E+13;1,06E+16;6,83E+13;1,01E+16;1,28E+13
0;0;1,70E+16;2,65E+14;8,41E+14;2,74E+13;1,57E+16;5,50E+13;9,17E+14;1,09E+13
0;0;2,30E+16;4,24E+14;1,99E+16;1,96E+14;1,61E+16;3,52E+13;1,64E+16;6,49E+13
0;0;1,61E+16;2,35E+14;8,26E+14;1,03E+14;1,15E+16;2,30E+13;1,33E+16;3,47E+13
0;0;1,72E+16;3,27E+14;1,19E+16;1,20E+14;8,53E+14;2,88E+13;1,20E+16;4,26E+13
0;0;1,59E+16;2,31E+14;7,35E+14;5,76E+13;2,35E+16;7,50E+13;1,92E+16;4,32E+13
0;0;5,47E+14;7,35E+13;1,38E+16;1,41E+14;1,65E+16;4,86E+13;2,58E+16;2,22E+13
0;0;6,59E+14;1,36E+14;6,92E+14;1,09E+14;1,47E+16;8,24E+13;1,58E+16;1,75E+13
0;0;6,34E+14;8,07E+13;1,18E+16;7,59E+13;1,12E+16;4,41E+13;9,98E+14;3,72E+13
0;0;6,22E+14;2,45E+14;1,34E+16;9,54E+13;1,20E+16;1,20E+13;1,26E+16;3,52E+13
0;0;1,01E+16;1,30E+14;1,45E+14;1,17E+14;1,10E+16;1,21E+14;7,07E+14;2,20E+13
0;0;1,74E+16;2,80E+14;5,78E+14;6,41E+13;2,36E+16;3,87E+13;1,37E+16;3,09E+13
0;0;2,23E+16;1,47E+14;2,25E+16;3,56E+14;1,01E+14;3,50E+13;2,18E+16;4,31E+13
0;0;6,22E+14;1,57E+14;1,97E+16;1,17E+14;1,76E+16;3,22E+13;1,16E+16;8,63E+12
0;0;6,99E+14;1,52E+14;1,39E+16;1,18E+14;8,50E+14;7,81E+13;2,08E+16;3,73E+13
0;0;1,63E+16;2,01E+14;7,57E+14;1,88E+14;5,85E+14;3,47E+13;1,79E+16;2,16E+13
0;0;8,46E+14;1,05E+14;2,10E+16;1,30E+14;2,27E+16;6,51E+13;2,53E+16;2,47E+13
0;0;7,67E+14;9,26E+13;1,24E+16;4,95E+13;1,24E+16;8,31E+13;1,22E+16;6,03E+13
0;0;2,04E+16;1,08E+14;2,39E+16;2,26E+14;6,99E+14;1,58E+13;2,25E+16;6,31E+13
0;0;1,41E+16;1,59E+14;1,38E+16;1,09E+14;1,31E+14;5,14E+13;9,16E+14;3,61E+13
0;0;2,11E+16;4,17E+14;4,15E+14;8,81E+13;3,24E+14;1,42E+13;1,93E+16;4,51E+13
0;0;1,80E+16;1,28E+14;6,83E+14;1,21E+14;8,42E+14;9,61E+13;8,74E+14;2,20E+13
0;0;1,95E+16;1,60E+14;5,87E+14;6,88E+13;7,26E+14;8,26E+13;2,39E+16;6,61E+13
0;0;1,57E+16;1,34E+14;1,31E+16;1,11E+14;1,16E+16;7,69E+13;1,84E+16;2,24E+13
0;0;1,27E+16;3,61E+14;1,37E+16;9,18E+13;4,19E+14;4,69E+13;3,92E+14;1,07E+13
0;0;1,08E+16;2,25E+14;5,72E+14;1,03E+14;2,08E+16;1,60E+14;1,21E+16;3,14E+13
0;0;1,00E+16;2,17E+14;9,30E+14;8,43E+13;1,77E+16;8,25E+13;8,03E+14;2,35E+13
0;0;2,66E+14;5,50E+13;1,34E+16;1,53E+14;2,43E+14;4,27E+13;6,17E+14;2,11E+13
0;0;5,88E+14;1,25E+14;7,12E+14;7,67E+13;1,36E+16;4,94E+13;8,64E+14;7,63E+12
0;0;9,22E+13;1,91E+14;4,45E+14;1,39E+14;2,14E+16;1,06E+14;3,45E+16;4,12E+13
0;0;1,54E+16;2,47E+14;1,43E+16;3,25E+13;2,02E+16;8,14E+13;1,46E+14;1,34E+13
0;0;1,17E+16;2,35E+14;8,04E+14;5,86E+13;8,02E+14;5,33E+13;1,89E+16;2,47E+13
0;0;1,92E+16;2,01E+14;1,64E+16;2,18E+14;1,59E+16;4,51E+13;8,82E+14;4,93E+13
0;0;1,66E+16;3,10E+14;7,97E+14;3,00E+13;1,18E+16;5,22E+13;1,10E+16;2,74E+13
0;0;1,15E+16;3,32E+14;7,84E+14;2,20E+14;1,07E+16;6,00E+13;7,74E+14;2,56E+13
0;0;1,23E+16;9,22E+13;8,78E+14;7,72E+13;5,35E+14;8,04E+13;7,53E+14;2,02E+13
0;0;1,81E+14;8,06E+13;1,58E+16;2,29E+14;1,15E+16;1,22E+13;1,60E+16;2,07E+13
0;0;8,83E+14;8,63E+13;7,63E+14;4,04E+13;1,14E+16;1,51E+13;1,86E+16;3,65E+13
0;0;4,14E+14;9,99E+13;8,88E+14;9,17E+13;4,88E+14;3,80E+13;4,81E+14;1,49E+13
0;0;5,76E+14;2,32E+14;3,21E+14;6,11E+13;3,12E+14;3,31E+13;9,49E+14;2,73E+13
0;0;2,02E+16;4,79E+14;5,45E+14;5,20E+13;2,03E+16;4,70E+13;1,91E+16;3,36E+13
0;0;6,49E+14;8,71E+12;7,48E+14;1,35E+14;1,43E+16;7,32E+13;9,95E+14;3,39E+13
0;0;1,01E+16;1,76E+14;3,39E+14;5,63E+13;9,33E+14;2,12E+13;7,92E+14;2,32E+13
0;0;5,00E+14;4,51E+13;9,49E+14;1,26E+14;1,28E+16;7,21E+13;7,37E+14;1,77E+13
0;0;1,79E+14;3,57E+13;3,68E+14;8,24E+13;1,57E+16;1,01E+14;4,49E+14;2,18E+13
0;0;9,75E+14;8,06E+13;1,26E+16;8,57E+13;1,28E+16;6,90E+13;3,57E+14;4,64E+13
0;0;2,15E+16;3,35E+14;1,49E+16;8,50E+13;1,80E+16;8,13E+13;2,84E+16;7,08E+12
0;0;2,12E+16;2,58E+14;9,03E+14;8,39E+13;1,43E+16;1,09E+14;2,10E+16;1,58E+13
0;0;1,10E+16;1,41E+14;1,95E+16;2,10E+14;9,80E+14;5,09E+13;8,31E+14;3,03E+13
0;0;6,89E+14;2,70E+14;8,71E+14;1,75E+14;2,09E+16;7,37E+13;7,99E+14;4,92E+13
0;0;1,18E+14;2,16E+14;1,36E+16;1,43E+14;9,48E+14;5,52E+13;1,24E+16;2,49E+13
0;0;1,54E+16;1,50E+14;1,38E+16;2,39E+13;1,84E+14;4,54E+13;8,69E+14;7,24E+12
0;0;1,07E+16;1,25E+14;8,53E+14;5,37E+13;2,45E+16;7,04E+13;1,74E+16;5,37E+12
0;0;1,08E+16;1,63E+14;9,25E+14;1,22E+14;1,22E+16;3,07E+13;1,26E+16;4,31E+13
0;0;2,25E+16;3,98E+14;1,35E+16;1,51E+14;6,01E+14;7,54E+13;8,48E+14;8,09E+12
0;0;4,83E+14;3,11E+14;1,80E+16;7,52E+13;1,25E+16;3,57E+13;1,16E+16;3,11E+13
0;0;7,12E+14;2,07E+14;2,43E+16;1,69E+14;1,08E+16;4,37E+13;9,46E+14;4,14E+13
0;0;1,50E+16;2,31E+14;1,35E+16;8,52E+13;2,53E+14;1,21E+14;1,51E+16;2,73E+13
0;0;2,04E+16;1,81E+14;1,44E+16;1,43E+14;2,20E+16;7,90E+13;9,63E+14;2,02E+13
0;0;7,00E+14;2,30E+14;8,76E+14;9,03E+13;1,21E+16;1,86E+13;1,66E+16;4,39E+13
0;0;1,69E+16;3,19E+14;1,86E+16;8,76E+13;1,10E+16;5,73E+13;1,42E+16;1,90E+13
0;0;1,33E+16;2,97E+14;8,59E+14;1,57E+14;1,81E+16;5,90E+13;1,67E+16;2,22E+13
0;0;1,18E+16;1,25E+14;1,48E+16;9,63E+13;1,11E+16;8,92E+13;7,88E+14;1,60E+13
0;0;3,34E+14;4,84E+13;1,16E+16;6,52E+13;5,21E+14;7,52E+13;1,70E+16;3,02E+13
0;0;2,41E+16;1,57E+14;1,08E+16;2,10E+14;1,73E+16;8,49E+13;9,51E+14;1,62E+13
0;0;1,12E+14;6,60E+13;6,35E+14;1,16E+14;1,06E+16;4,12E+13;1,91E+16;3,66E+13
0;0;1,72E+16;4,94E+14;7,31E+14;9,31E+13;6,40E+14;2,15E+13;5,52E+14;2,49E+13
0;0;1,09E+16;1,65E+14;1,40E+16;1,96E+14;2,34E+16;9,67E+13;1,14E+16;3,12E+13
0;0;9,98E+14;1,45E+14;6,38E+14;2,26E+13;1,18E+16;7,92E+13;5,50E+14;2,72E+13
0;0;1,62E+16;3,04E+14;6,83E+14;1,77E+14;2,51E+16;1,35E+14;2,40E+16;3,43E+13
0;0;9,98E+14;2,78E+14;9,32E+14;1,46E+14;1,33E+16;1,05E+14;1,86E+16;2,00E+13
0;0;5,72E+14;1,62E+14;4,48E+14;4,49E+13;1,26E+16;6,33E+13;2,50E+16;5,59E+13
0;0;8,03E+14;7,49E+13;1,16E+16;7,44E+13;1,39E+16;1,06E+14;9,54E+14;2,17E+13
0;0;1,77E+14;5,85E+13;3,96E+14;1,70E+14;7,41E+14;4,47E+13;5,56E+14;1,25E+13
0;0;8,75E+14;1,17E+14;7,80E+14;1,38E+14;6,29E+14;4,85E+13;3,03E+16;2,76E+13
0;0;2,49E+16;3,95E+14;1,07E+16;1,41E+14;3,09E+16;6,72E+13;2,88E+16;2,68E+13
0;0;1,14E+16;1,63E+14;1,27E+16;1,04E+14;5,88E+14;6,39E+13;7,55E+14;2,51E+13
0;0;5,95E+14;6,27E+13;5,10E+14;1,75E+14;5,30E+14;6,83E+13;1,30E+16;1,37E+13
0;0;1,01E+16;2,48E+14;1,30E+16;1,98E+14;5,19E+14;4,50E+13;2,05E+16;1,22E+13
0;0;8,50E+14;3,61E+13;1,60E+16;2,16E+14;1,02E+16;8,79E+13;1,57E+16;2,36E+13
0;0;2,12E+16;3,52E+14;1,66E+16;1,61E+14;1,32E+16;3,68E+13;1,81E+16;5,16E+13
0;0;1,30E+16;1,11E+14;3,73E+14;4,75E+13;1,16E+16;3,94E+13;8,53E+14;1,58E+13
0;0;1,02E+16;2,27E+14;4,96E+14;1,73E+14;1,17E+16;5,01E+13;1,09E+16;2,73E+13
0;0;4,12E+14;3,91E+13;9,46E+14;1,13E+14;1,82E+16;6,40E+13;1,04E+16;1,64E+13
0;0;1,02E+16;2,66E+14;3,53E+14;2,54E+14;2,17E+16;1,11E+13;6,77E+14;3,22E+13
0;0;1,60E+16;3,52E+14;9,44E+14;2,23E+14;7,98E+14;7,85E+13;1,49E+16;8,88E+12
0;0;8,40E+14;1,92E+14;1,62E+16;1,68E+14;1,80E+16;1,81E+13;1,42E+16;2,96E+13
0;0;7,31E+14;6,29E+13;2,20E+16;2,32E+14;7,56E+14;5,70E+13;1,33E+16;1,59E+13
0;0;1,27E+16;1,96E+14;3,94E+14;1,23E+14;1,61E+16;1,04E+14;6,79E+14;1,94E+13
0;0;2,62E+14;1,56E+14;4,77E+14;2,96E+13;1,59E+16;1,08E+14;2,56E+16;1,54E+13
0;0;5,24E+14;3,26E+14;2,44E+14;1,38E+14;1,06E+16;7,49E+13;1,78E+16;3,16E+13
0;0;5,31E+14;1,29E+14;6,59E+14;1,64E+14;9,45E+14;9,78E+13;1,25E+16;2,67E+13
0;0;1,31E+16;3,97E+14;2,07E+16;1,18E+14;9,79E+14;3,82E+13;5,81E+14;4,20E+13
0;0;1,00E+16;2,26E+14;2,38E+16;1,45E+14;5,08E+14;6,09E+13;1,38E+16;9,80E+12
0;0;7,55E+14;5,14E+13;8,02E+14;5,44E+13;9,11E+14;1,26E+14;8,30E+14;2,12E+13
0;0;1,16E+16;4,26E+13;6,66E+14;9,30E+13;1,37E+16;1,55E+14;1,24E+16;1,69E+13
0;0;1,57E+16;2,45E+14;7,74E+14;1,81E+14;2,10E+16;8,99E+13;1,54E+16;5,16E+13
0;0;7,74E+14;1,38E+14;9,13E+14;8,13E+13;3,53E+14;3,25E+13;6,65E+14;3,44E+13
0;0;2,99E+14;8,42E+13;1,09E+16;1,27E+14;4,14E+13;4,63E+13;2,03E+14;3,80E+13
0;0;8,40E+14;1,06E+14;9,55E+14;2,71E+14;1,50E+16;1,11E+14;1,69E+16;1,64E+13
0;0;2,10E+16;2,77E+14;1,21E+16;1,82E+14;6,78E+14;3,23E+13;7,21E+14;3,82E+13
0;0;1,14E+16;7,78E+13;9,46E+14;9,57E+13;1,68E+16;4,37E+13;8,58E+14;4,46E+13
0;0;2,81E+14;1,10E+14;1,53E+16;1,82E+14;1,78E+16;4,51E+13;2,20E+16;1,23E+13
0;0;6,57E+14;2,15E+14;1,04E+16;6,12E+13;8,43E+14;4,86E+13;8,31E+14;7,64E+12
0;0;1,46E+16;1,07E+13;7,73E+14;1,31E+14;1,40E+16;5,34E+13;1,61E+16;3,37E+13
0;0;3,68E+14;3,13E+14;2,81E+14;1,15E+14;5,64E+14;4,72E+13;3,57E+14;1,50E+13
0;0;1,12E+16;2,15E+14;1,83E+16;5,06E+13;2,76E+16;5,43E+13;3,73E+16;3,61E+13
0;0;2,03E+16;8,09E+13;5,77E+14;1,83E+14;1,19E+16;5,51E+13;1,03E+16;4,24E+13
0;0;1,30E+16;3,26E+14;1,66E+16;1,41E+14;6,84E+14;4,25E+13;2,08E+16;1,24E+13
0;0;1,47E+16;1,15E+14;1,17E+16;5,64E+13;1,04E+16;6,54E+13;1,90E+16;1,50E+13
0;0;1,86E+16;3,04E+14;5,31E+14;1,47E+14;1,66E+16;7,52E+13;1,11E+16;7,95E+13
0;0;1,19E+16;3,04E+14;9,79E+14;1,17E+14;1,83E+16;1,69E+13;1,42E+16;1,66E+13
0;0;2,20E+16;2,66E+14;6,47E+14;1,21E+14;2,34E+16;2,37E+13;1,88E+16;2,96E+13
0;0;6,92E+14;2,05E+14;9,16E+14;1,48E+14;1,10E+16;8,03E+13;3,15E+16;3,73E+13
0;0;9,99E+14;3,66E+14;2,33E+16;1,68E+14;2,64E+14;5,58E+13;7,45E+14;3,13E+13
0;0;4,21E+14;1,30E+14;2,55E+16;1,85E+14;3,94E+14;7,76E+13;2,89E+14;1,67E+13
0;0;7,21E+14;1,56E+14;7,26E+14;3,91E+13;9,66E+14;5,39E+12;3,91E+14;3,07E+13
0;0;4,40E+14;1,58E+14;1,01E+16;1,51E+14;9,60E+14;3,07E+13;2,03E+16;1,36E+13
0;0;2,65E+16;1,69E+14;2,49E+16;1,86E+14;2,85E+16;1,10E+14;1,40E+16;1,33E+13
0;0;1,84E+16;3,85E+14;1,67E+16;9,09E+13;8,01E+14;2,47E+13;8,84E+14;3,12E+13
0;0;1,37E+16;1,75E+14;1,52E+16;1,85E+14;1,40E+16;2,98E+13;1,22E+16;3,31E+13
0;0;2,75E+16;4,02E+14;7,32E+14;1,92E+14;2,34E+14;3,66E+13;5,51E+14;2,96E+13
0;0;5,65E+14;1,53E+14;1,02E+16;1,73E+14;8,69E+14;4,33E+13;1,56E+16;2,41E+13
0;0;7,59E+14;3,01E+14;1,61E+14;8,56E+13;1,09E+16;4,72E+13;2,09E+16;3,95E+13
0;0;1,28E+16;2,60E+14;1,42E+16;2,17E+14;7,58E+14;7,00E+13;1,36E+16;5,35E+13
0;0;1,14E+16;1,18E+14;9,89E+14;1,06E+14;1,76E+16;1,09E+14;1,12E+16;4,48E+13
0;0;1,03E+16;3,05E+14;5,78E+14;1,22E+14;2,09E+16;1,17E+14;1,93E+16;4,09E+13
0;0;5,73E+14;1,48E+14;5,83E+14;1,20E+14;2,09E+14;3,37E+13;1,14E+16;1,66E+13
0;0;3,87E+14;7,63E+13;8,89E+14;4,60E+13;1,14E+16;2,48E+13;9,13E+14;2,67E+13
0;0;1,40E+16;2,92E+14;1,36E+16;7,16E+13;8,42E+14;7,24E+12;9,45E+14;6,20E+13
0;0;2,04E+16;2,44E+14;5,82E+14;9,33E+13;1,09E+16;8,29E+13;1,14E+16;2,09E+13
0;0;9,99E+14;1,91E+14;1,37E+16;1,84E+14;7,55E+14;1,94E+13;1,91E+16;4,94E+13
0;0;2,02E+16;3,67E+14;8,94E+14;6,31E+13;6,64E+14;5,48E+11;2,07E+16;2,72E+13
0;0;1,39E+16;2,00E+14;6,23E+14;1,07E+14;6,44E+14;5,90E+13;2,05E+16;2,63E+13
0;0;1,99E+16;2,64E+14;4,97E+14;1,73E+13;8,19E+14;1,23E+13;2,08E+16;5,61E+13
0;0;1,51E+16;1,98E+14;5,14E+14;1,97E+14;1,24E+16;2,37E+13;2,70E+13;3,43E+13
0;0;8,01E+14;1,06E+14;1,65E+16;1,30E+14;4,86E+14;1,27E+13;6,80E+14;2,88E+13
0;0;6,33E+14;7,98E+13;3,64E+14;2,93E+13;2,40E+16;7,44E+13;1,23E+16;3,87E+12
0;0;4,68E+14;1,57E+14;3,68E+14;9,79E+13;9,43E+14;3,49E+13;2,69E+14;2,37E+13
