e2(input);v2(output)
9,85E+14;8,66E+13
4,52E+14;1,43E+14
8,70E+14;1,24E+14
0.18824198594567082;3,47E+14
0.20655098115082743;2,56E+14
8,62E+14;1,95E+14
7,47E+14;6,49E+13
0.21589238822947315;3,12E+14
6,38E+14;8,16E+13
9,40E+14;3,39E+13
4,22E+14;1,84E+14
0.20382665388258064;2,44E+14
0.14150868697291755;1,50E+14
0.18330500128378918;2,68E+14
6,81E+14;1,61E+14
8,33E+14;5,84E+13
9,96E+14;1,96E+14
0.11564528500086371;8,30E+13
4,54E+14;2,03E+14
0.17145968400688566;4,53E+14
4,10E+14;1,05E+14
3,70E+14;1,31E+14
0.11069733753999460;1,72E+14
0.13024144403846652;2,79E+14
6,38E+14;1,76E+14
8,19E+14;1,57E+14
0.11651362622270657;8,53E+13
8,40E+14;1,80E+14
7,13E+14;1,95E+13
6,50E+14;8,17E+13
1,34E+14;2,20E+14
3,69E+14;3,23E+13
0.11591945025746268;2,51E+14
0.14540954471903036;3,66E+14
0.12509867436872174;2,10E+14
7,17E+14;8,20E+13
9,14E+14;8,82E+13
0.10064135514472823;9,57E+13
0.24700706738404613;4,27E+14
0.11570271728062079;2,70E+14
8,30E+14;2,51E+14
0.21667441699124620;3,69E+14
0.13779258774045181;2,66E+14
0.14570625462929077;2,36E+14
8,69E+14;2,88E+14
0.15621242582736763;3,28E+14
1,35E+14;2,70E+14
8,39E+14;2,03E+14
0.11961024157511664;1,66E+14
0.10895631144913079;2,20E+14
0.18760347232347319;5,12E+14
0.24617447733125772;4,34E+14
0.15257785683342062;3,91E+14
5,58E+14;1,87E+14
0.16953069211741029;6,91E+13
7,80E+14;6,75E+13
6,70E+14;2,81E+14
7,83E+14;2,68E+14
6,06E+14;1,14E+14
8,19E+14;6,68E+13
0.15713480480060049;7,61E+13
0.12945118626476579;2,71E+14
0.21538464997386081;2,81E+14
0.15359802263213312;1,72E+14
0.13615927751389229;3,55E+14
0.11077015737810940;1,02E+14
6,70E+14;2,31E+14
0.15519502082843709;3,81E+14
0.21500772371350149;3,37E+14
0.18429582060011765;2,83E+14
1,65E+14;5,30E+13
5,01E+14;8,81E+13
0.11779685786600004;1,53E+14
0.17690776033419531;3,10E+14
7,08E+14;7,86E+13
5,04E+14;1,09E+14
0.15777313270175156;2,92E+14
2,83E+14;1,73E+14
4,96E+14;2,04E+14
3,33E+14;3,37E+13
0.10888689646700821;1,98E+14
0.15355156015912774;2,25E+14
0.11671432582472371;2,02E+14
0.12819463957547503;3,76E+14
0.19392825746781139;2,83E+14
0.14155116021364439;2,00E+14
0.12089689509061391;2,14E+14
1,87E+14;1,75E+14
6,25E+14;1,32E+14
3,86E+14;4,02E+14
0.10927009034417384;1,98E+14
0.10484700265407498;3,44E+14
0.18859429073382633;2,15E+14
3,83E+14;3,01E+14
7,51E+14;9,05E+13
5,05E+14;9,01E+13
0.15781265368008282;2,81E+14
0.13148724857520092;1,87E+14
0.10635558327268561;2,10E+14
0.23701113945167732;4,18E+14
0.19300412218068791;1,51E+14
0.24210231044324859;3,21E+14
0.25607247457848287;5,51E+14
3,56E+14;1,70E+14
0.14494047379074004;1,20E+14
0.11454457220934441;1,01E+14
9,62E+14;2,68E+14
0.13749119781981359;1,34E+14
7,48E+14;6,89E+13
0.16383371678984965;1,29E+14
0.17429976717575116;1,97E+14
7,00E+14;2,68E+13
0.11136169330509825;6,68E+13
8,29E+14;1,58E+14
6,16E+14;3,72E+13
2,00E+14;8,93E+13
0.27645551528071549;3,56E+14
0.12029885144625026;1,43E+14
4,24E+14;2,01E+14
0.23560572156905896;4,99E+14
0.13685898200609639;1,67E+14
0.10679933277405416;1,48E+14
0.19966452339406343;3,45E+14
0.19892729612627796;2,06E+14
6,86E+14;1,71E+14
0.17566513193583247;3,41E+14
7,28E+14;4,98E+13
0.21994084030408653;3,63E+14
8,23E+14;1,93E+14
7,55E+14;1,49E+14
3,46E+14;2,44E+14
0.16820856576700227;3,10E+14
9,32E+14;1,16E+14
8,23E+14;1,81E+14
0.19014926465459500;3,67E+14
9,64E+14;9,41E+13
0.21172424972303866;3,34E+14
0.16156506011066504;1,12E+14
0.17523320038561380;3,00E+14
5,00E+14;1,83E+14
0.13661969984436367;1,53E+13
0.10595224447516935;1,74E+14
9,13E+14;1,92E+14
4,55E+14;2,85E+13
3,63E+14;2,01E+14
0.23502229584313913;4,21E+14
9,17E+14;2,17E+14
0.24188318196347838;3,45E+14
6,30E+14;1,05E+14
0.10024209256148324;1,05E+14
3,95E+14;1,54E+14
5,62E+14;1,59E+14
9,68E+14;1,27E+14
0.18524603072868426;3,59E+14
8,50E+14;1,81E+14
3,83E+14;1,13E+14
0.30005872287121721;3,83E+14
4,66E+14;1,40E+14
0.22750916257229914;2,19E+14
0.13521993721804934;2,66E+14
2,45E+14;1,79E+14
0.16082999021840183;2,08E+14
0.16175414801812010;1,11E+14
1,97E+14;1,82E+14
0.10165022751364486;3,55E+14
0.18208121493444368;2,37E+14
0.13952581333909053;1,10E+14
0.11197130290759688;2,22E+14
0.14564008371926182;1,69E+14
9,81E+14;5,14E+13
0.17814815915668833;3,08E+14
5,96E+14;3,24E+14
0.12709135596749452;2,25E+14
9,43E+14;2,54E+14
0.11812422949469867;9,66E+13
0.20007982105085875;4,10E+14
7,81E+14;1,17E+14
4,79E+14;4,21E+13
0.18090192515349043;2,33E+14
0.21813665124032000;2,91E+14
0.17554947574051866;2,02E+14
8,63E+14;1,09E+14
8,47E+14;7,39E+13
0.13327095871460032;2,37E+14
2,79E+14;2,56E+13
7,84E+14;2,69E+14
4,38E+14;8,59E+13
0.11967205273565167;3,01E+14
0.15398781026501515;4,16E+14
0.17495891862270371;3,69E+14
6,99E+14;2,16E+14
3,61E+14;2,41E+14
0.15883718904231517;2,67E+14
0.14991764025056178;2,44E+14
0.15263819419497029;2,14E+14
3,78E+14;2,32E+14
0.12801744784293098;2,18E+14
0.13195039395671135;1,83E+14
0.13741630860171036;2,06E+14
0.17512203917420169;2,39E+14
0.24040391565727987;3,75E+14
5,01E+14;5,79E+13
7,68E+14;2,96E+14
0.24735696326759046;2,18E+14
0.16875751558819543;2,60E+14
0.14753078572229811;3,68E+14
0.12765073170934491;1,20E+14
0.10420947937755962;1,20E+14
0.12221674656195536;2,31E+14
