Column1;C_n;Fai_n;e2(input);v2(output);e3;v3;e4;v4;e5;v5
;0;0;1,01082E+16;2,47919E+14;1,30335E+16;1,98136E+14;5,19301E+14;4,50069E+13;2,0536E+16;1,22466E+13
;0;0;8,50239E+14;3,61269E+13;1,60297E+16;2,1579E+14;1,02139E+16;8,78688E+13;1,57319E+16;2,36407E+13
;0;0;2,11929E+16;3,52121E+14;1,65921E+16;1,60553E+14;1,3218E+16;3,67816E+13;1,81479E+16;5,15548E+13
;0;0;1,29674E+16;1,11352E+14;3,72735E+14;4,74955E+13;1,15532E+16;3,93797E+13;8,53302E+14;1,58199E+13
;0;0;1,02073E+16;2,2718E+14;4,95588E+14;1,73472E+14;1,16781E+16;5,00614E+13;1,08609E+16;2,73479E+13
;0;0;4,12406E+14;3,91317E+13;9,46434E+14;1,13357E+14;1,82433E+16;6,40203E+13;1,03753E+16;1,63859E+13
;0;0;1,01546E+16;2,66279E+14;3,52684E+14;2,54423E+14;2,17E+16;1,11293E+13;6,76835E+14;3,21715E+13
;0;0;1,60221E+16;3,51677E+14;9,43556E+14;2,22959E+14;7,97903E+14;7,85153E+13;1,48601E+16;8,87594E+12
;0;0;8,40171E+14;1,91687E+14;1,62359E+16;1,67889E+14;1,79586E+16;1,80888E+13;1,4249E+16;2,96274E+13
;0;0;7,31311E+14;6,29268E+13;2,197E+16;2,32468E+14;7,56313E+14;5,7002E+13;1,32598E+16;1,59317E+13
;0;0;1,27272E+16;1,95797E+14;3,94082E+14;1,23473E+14;1,60946E+16;1,03955E+14;6,78732E+14;1,94356E+13
;0;0;2,61726E+14;1,56255E+14;4,76892E+14;2,96431E+13;1,59313E+16;1,07775E+14;2,55528E+16;1,53916E+13
;0;0;5,2436E+14;3,25507E+14;2,4422E+14;1,38438E+14;1,06188E+16;7,4902E+13;1,78325E+16;3,16151E+13
;0;0;5,30947E+14;1,28922E+14;6,58608E+14;1,6376E+14;9,45185E+14;9,78371E+13;1,25313E+16;2,66613E+13
;0;0;1,31229E+16;3,9675E+14;2,07251E+16;1,1826E+14;9,79034E+14;3,82216E+13;5,81224E+14;4,20009E+13
;0;0;1,00178E+16;2,2648E+14;2,38067E+16;1,45176E+14;5,07886E+14;6,09067E+13;1,37824E+16;9,80191E+12
;0;0;7,55042E+14;5,13858E+13;8,02112E+14;5,43713E+13;9,11483E+14;1,26413E+14;8,29728E+14;2,11622E+13
;0;0;1,16009E+16;4,26039E+13;6,66257E+14;9,30278E+13;1,37096E+16;1,54755E+14;1,23656E+16;1,68818E+13
;0;0;1,56545E+16;2,44715E+14;7,73514E+14;1,80973E+14;2,10329E+16;8,99305E+13;1,53719E+16;5,1555E+13
;0;0;7,73759E+14;1,3809E+14;9,13065E+14;8,13261E+13;3,53325E+14;3,24935E+13;6,65417E+14;3,44218E+13
;0;0;2,99213E+14;8,42333E+13;1,08756E+16;1,2714E+14;4,13922E+13;4,62715E+13;2,03145E+14;3,7953E+13
;0;0;8,4012E+14;1,06414E+14;9,54569E+14;2,71427E+14;1,49744E+16;1,10973E+14;1,68928E+16;1,64287E+13
;0;0;2,10043E+16;2,76614E+14;1,21224E+16;1,81964E+14;6,77936E+14;3,22646E+13;7,21124E+14;3,82464E+13
;0;0;1,13966E+16;7,78046E+13;9,46139E+14;9,56908E+13;1,68384E+16;4,37347E+13;8,5771E+14;4,45904E+13
;0;0;2,81263E+14;1,1047E+14;1,52779E+16;1,81707E+14;1,78082E+16;4,5088E+13;2,19708E+16;1,22642E+13
;0;0;6,57377E+14;2,14675E+14;1,04207E+16;6,11907E+13;8,42765E+14;4,86414E+13;8,30911E+14;7,6395E+12
;0;0;1,46245E+16;1,07321E+13;7,7341E+14;1,31166E+14;1,39647E+16;5,33713E+13;1,60723E+16;3,36859E+13
;0;0;3,68019E+14;3,12768E+14;2,80891E+14;1,14953E+14;5,63711E+14;4,72269E+13;3,57368E+14;1,4952E+13
;0;0;1,11945E+16;2,15304E+14;1,82556E+16;5,05618E+13;2,75936E+16;5,43458E+13;3,73334E+16;3,60616E+13
;0;0;2,03388E+16;8,0896E+13;5,77402E+14;1,82993E+14;1,19224E+16;5,50905E+13;1,03418E+16;4,2444E+13
;0;0;1,298E+16;3,25759E+14;1,66063E+16;1,41451E+14;6,83956E+14;4,24758E+13;2,07596E+16;1,24112E+13
;0;0;1,46574E+16;1,15422E+14;1,16938E+16;5,64399E+13;1,03566E+16;6,53776E+13;1,90134E+16;1,49729E+13
;0;0;1,86207E+16;3,03851E+14;5,30926E+14;1,46977E+14;1,66134E+16;7,51681E+13;1,1099E+16;7,95024E+13
;0;0;1,19333E+16;3,0364E+14;9,79023E+14;1,17361E+14;1,82554E+16;1,6911E+13;1,41929E+16;1,66439E+13
;0;0;2,19849E+16;2,66419E+14;6,4652E+14;1,20696E+14;2,34282E+16;2,36587E+13;1,87758E+16;2,95626E+13
;0;0;6,91851E+14;2,05241E+14;9,16454E+14;1,47935E+14;1,10404E+16;8,0331E+13;3,1521E+16;3,72778E+13
;0;0;9,99313E+14;3,65909E+14;2,32946E+16;1,68308E+14;2,63674E+14;5,58391E+13;7,44794E+14;3,12814E+13
;0;0;4,21376E+14;1,30337E+14;2,54562E+16;1,84616E+14;3,9436E+14;7,76468E+13;2,88522E+14;1,6691E+13
;0;0;7,21069E+14;1,55526E+14;7,25897E+14;3,91099E+13;9,6616E+14;5,38951E+12;3,90758E+14;3,0748E+13
;0;0;4,40071E+14;1,57654E+14;1,00756E+16;1,51063E+14;9,60388E+14;3,06626E+13;2,02513E+16;1,36494E+13
;0;0;2,64845E+16;1,69157E+14;2,49395E+16;1,85549E+14;2,85203E+16;1,10273E+14;1,39952E+16;1,33218E+13
;0;0;1,83742E+16;3,84918E+14;1,67318E+16;9,08751E+13;8,01467E+14;2,47487E+13;8,84374E+14;3,11841E+13
;0;0;1,37468E+16;1,74882E+14;1,51588E+16;1,85229E+14;1,40309E+16;2,9796E+13;1,22301E+16;3,31325E+13
;0;0;2,75347E+16;4,02224E+14;7,31656E+14;1,9194E+14;2,34379E+14;3,656E+13;5,50514E+14;2,96151E+13
;0;0;5,65325E+14;1,52834E+14;1,02291E+16;1,73452E+14;8,68646E+14;4,32635E+13;1,55852E+16;2,40724E+13
;0;0;7,58637E+14;3,00861E+14;1,60803E+14;8,55845E+13;1,08689E+16;4,72025E+13;2,09421E+16;3,94843E+13
;0;0;1,27986E+16;2,59654E+14;1,41586E+16;2,16554E+14;7,58434E+14;7,00008E+13;1,35709E+16;5,35376E+13
;0;0;1,13924E+16;1,1766E+14;9,8893E+14;1,06149E+14;1,75859E+16;1,09077E+14;1,12075E+16;4,48204E+13
;0;0;1,02677E+16;3,04654E+14;5,78332E+14;1,2234E+14;2,09048E+16;1,16596E+14;1,93456E+16;4,08605E+13
;0;0;5,73102E+14;1,47506E+14;5,82979E+14;1,20211E+14;2,09077E+14;3,36934E+13;1,14355E+16;1,65796E+13
;0;0;3,87483E+14;7,62922E+13;8,89381E+14;4,60049E+13;1,14464E+16;2,48101E+13;9,12891E+14;2,67426E+13
;0;0;1,4015E+16;2,92405E+14;1,36055E+16;7,16232E+13;8,42367E+14;7,23655E+12;9,44686E+14;6,20119E+13
;0;0;2,0375E+16;2,43538E+14;5,81737E+14;9,33071E+13;1,09389E+16;8,29278E+13;1,14157E+16;2,08739E+13
;0;0;9,98651E+14;1,90831E+14;1,36959E+16;1,83734E+14;7,55175E+14;1,9415E+13;1,91151E+16;4,93868E+13
;0;0;2,01938E+16;3,67083E+14;8,94332E+14;6,30747E+13;6,63589E+14;5,47983E+11;2,06782E+16;2,722E+13
;0;0;1,39465E+16;2,00447E+14;6,23325E+14;1,07002E+14;6,43951E+14;5,8961E+13;2,04586E+16;2,62726E+13
;0;0;1,99388E+16;2,64257E+14;4,97204E+14;1,72813E+13;8,18525E+14;1,22609E+13;2,08029E+16;5,60601E+13
;0;0;1,50766E+16;1,98369E+14;5,14177E+14;1,96803E+14;1,23666E+16;2,37011E+13;2,69506E+13;3,43378E+13
;0;0;8,00815E+14;1,05915E+14;1,65296E+16;1,29848E+14;4,8618E+14;1,26729E+13;6,80283E+14;2,87781E+13
;0;0;6,32501E+14;7,97766E+13;3,63808E+14;2,92959E+13;2,39527E+16;7,43644E+13;1,23422E+16;3,87461E+12
;0;0;4,67711E+14;1,57059E+14;3,67561E+14;9,78845E+13;9,42892E+14;3,49434E+13;2,69296E+14;2,3688E+13
;0;0;4,92505E+14;5,90326E+13;7,82677E+14;5,46922E+13;6,14603E+14;2,56681E+13;1,75239E+16;1,05939E+13
;0;0;1,21369E+16;1,11957E+14;8,19534E+14;2,81821E+13;5,49764E+14;4,7075E+13;2,67794E+14;4,98007E+12
;0;0;6,37892E+14;3,6241E+13;3,87771E+14;7,091E+13;1,204E+16;2,74809E+13;5,08128E+14;3,49124E+13
;0;0;4,98216E+14;3,84044E+14;1,35184E+16;7,11533E+12;2,95856E+14;2,75494E+13;1,9721E+16;1,57595E+13
;0;0;4,40208E+14;6,54421E+13;1,12603E+16;9,9207E+13;1,27909E+16;9,33252E+13;1,92195E+16;3,80015E+13
;0;0;1,18616E+16;4,02261E+14;5,15036E+14;6,62093E+13;9,40311E+14;1,17419E+14;1,0924E+16;2,86641E+13
;0;0;2,08626E+16;3,38855E+14;1,38054E+16;1,29255E+14;2,05438E+16;8,7966E+13;3,2619E+16;1,24147E+13
;0;0;1,05066E+16;1,9627E+14;8,5247E+14;1,27219E+14;5,03262E+14;5,55208E+13;9,58904E+14;2,46764E+13
;0;0;2,88548E+16;3,61876E+14;8,87037E+14;1,01649E+14;1,74377E+16;1,16422E+14;2,11073E+16;1,62944E+13
;0;0;1,4518E+16;8,15898E+13;9,35329E+14;2,2739E+14;8,40163E+14;1,61037E+13;1,04758E+16;2,40784E+13
;0;0;8,42706E+14;8,44779E+13;1,72404E+16;7,4922E+13;1,13382E+16;5,06927E+13;4,02812E+14;5,05912E+12
;0;0;2,97449E+16;5,33651E+14;1,34501E+16;1,23678E+14;1,65133E+16;6,0909E+13;1,5834E+16;4,7483E+12
;0;0;9,30464E+14;2,10354E+14;1,96571E+16;9,18984E+13;4,77186E+14;1,11887E+14;1,81759E+16;2,38484E+13
;0;0;9,58295E+14;4,24259E+14;1,52548E+16;2,3734E+14;4,19518E+14;1,31444E+13;1,48941E+16;5,32342E+13
;0;0;8,73835E+14;2,2331E+14;1,6227E+16;1,87869E+14;1,34932E+16;5,90679E+13;2,13942E+16;1,4425E+13
;0;0;1,74336E+16;2,97303E+14;1,32385E+16;2,7152E+14;1,28214E+16;8,99355E+13;7,34718E+14;5,48136E+13
;0;0;1,21248E+16;1,66107E+14;2,46914E+14;8,24185E+13;8,492E+14;5,38094E+13;5,34842E+14;2,95712E+13
;0;0;1,15611E+16;3,94976E+13;2,59307E+16;2,6454E+14;1,41656E+14;5,44407E+13;1,9111E+16;2,74809E+13
;0;0;2,63012E+16;4,36332E+14;1,43517E+16;2,11889E+14;1,13265E+16;1,52963E+14;3,48738E+16;1,79713E+13
;0;0;8,43934E+14;6,09711E+13;8,68288E+14;2,29118E+13;7,5117E+14;3,16698E+13;4,3732E+14;2,76916E+13
;0;0;1,12832E+16;2,35348E+14;7,30873E+14;4,3847E+13;2,34477E+14;5,08344E+13;1,5928E+16;2,0236E+13
;0;0;8,17253E+14;1,98741E+14;1,24471E+16;1,02339E+14;3,22828E+14;2,31996E+13;1,50363E+16;2,58406E+13
;0;0;1,73575E+16;3,59253E+14;1,37121E+16;1,53526E+14;1,13061E+16;7,12892E+13;2,35695E+16;2,21828E+13
;0;0;1,14535E+16;8,2766E+13;6,80228E+14;2,35111E+13;1,93757E+16;7,66356E+13;2,02648E+16;4,00827E+13
;0;0;4,75815E+14;3,19581E+14;1,5209E+16;4,7243E+13;1,01846E+16;5,53226E+13;7,43952E+14;2,75838E+13
;0;0;6,36328E+14;1,30254E+14;8,41127E+14;6,00075E+13;1,38242E+16;6,93676E+13;1,10853E+16;1,45787E+13
;0;0;1,41017E+16;1,40559E+14;1,41551E+16;1,07986E+14;1,00125E+16;6,45947E+13;7,48124E+14;8,98998E+12
;0;0;1,77409E+16;1,89264E+14;7,57683E+14;1,0927E+14;7,47167E+14;5,45905E+13;2,54605E+16;4,63045E+13
;0;0;4,01203E+14;5,94853E+13;2,20108E+14;6,0359E+13;7,65341E+14;9,92581E+13;5,8997E+14;4,07623E+13
;0;0;1,38542E+16;2,19248E+14;1,10828E+16;1,92495E+14;8,75972E+14;7,1163E+13;2,95365E+16;4,78118E+13
;0;0;1,5981E+16;4,40495E+14;1,28907E+16;5,75641E+13;1,18559E+16;5,14533E+13;1,46661E+16;2,72711E+13
;0;0;8,78249E+14;1,90459E+14;1,66985E+16;1,14021E+14;9,31442E+14;3,75129E+13;9,66242E+14;3,42245E+13
;0;0;1,26587E+16;3,30558E+14;1,07996E+16;1,16901E+14;1,64695E+16;6,15282E+13;2,18421E+16;3,57829E+13
;0;0;1,17525E+16;2,27254E+14;1,15967E+14;3,3887E+13;6,19573E+14;4,1101E+13;2,42055E+14;2,36117E+13
;0;0;6,89846E+14;1,74437E+14;2,21322E+16;2,62685E+14;1,24658E+16;5,02914E+13;1,35691E+16;1,16273E+13
;0;0;1,02651E+16;2,12411E+14;1,48886E+16;1,41805E+14;7,13954E+14;5,9064E+13;1,61491E+16;3,89324E+13
;0;0;2,35805E+16;2,75779E+14;6,901E+14;5,67978E+13;6,55899E+14;7,96823E+13;1,02257E+16;3,00026E+13
;0;0;1,94704E+16;2,10363E+14;1,05585E+16;1,32847E+14;1,3575E+16;4,45409E+13;1,24856E+16;1,25571E+13
;0;0;5,70342E+14;1,35132E+14;3,48322E+14;1,42558E+14;1,32804E+16;5,34403E+13;8,61309E+14;5,57896E+13
;0;0;8,19574E+14;1,72651E+14;1,10115E+16;1,07148E+14;2,09995E+14;4,59065E+13;2,0333E+16;2,18737E+12
;0;0;7,31376E+14;6,95929E+13;9,15886E+14;9,91077E+13;1,41951E+16;2,7011E+13;8,14531E+14;3,89765E+13
;0;0;1,43196E+16;2,35169E+14;5,57257E+14;9,52167E+13;2,23579E+16;1,11085E+14;1,26758E+16;3,54276E+13
;0;0;1,49415E+16;2,43677E+14;1,48158E+16;8,29928E+13;1,28881E+16;8,39915E+13;1,57898E+16;6,41449E+13
;0;0;7,19109E+14;1,78696E+14;4,72028E+14;3,04793E+13;1,52548E+16;1,16016E+14;1,24477E+16;4,25021E+13
;0;0;1,02675E+16;1,32817E+14;4,76475E+14;1,3534E+13;9,44762E+14;4,90104E+13;1,05639E+16;8,68773E+12
;0;0;1,34539E+16;2,04505E+14;2,30692E+14;6,61678E+13;7,37683E+14;8,452E+13;7,23221E+14;1,90599E+13
;0;0;4,53698E+14;1,95777E+14;8,95254E+14;9,95853E+13;3,72639E+16;1,35583E+14;1,28125E+16;1,60688E+13
;0;0;1,32223E+16;1,19886E+14;8,682E+14;1,13637E+14;1,11124E+16;1,51535E+14;8,5185E+14;2,88115E+13
;0;0;8,64935E+14;7,65673E+13;1,74471E+16;2,03968E+14;1,60584E+14;9,8053E+13;1,43538E+16;1,65352E+13
;0;0;7,7939E+14;1,22113E+14;1,58984E+14;2,80982E+13;1,03319E+16;1,20108E+14;1,27343E+16;3,51508E+13
;0;0;9,17628E+14;1,2387E+14;1,9062E+16;1,25706E+14;4,57535E+14;6,60788E+13;5,39916E+14;2,75273E+13
;0;0;9,75498E+14;8,39378E+13;1,04204E+16;1,16408E+14;9,49017E+14;1,15874E+13;3,48107E+14;6,61598E+12
;0;0;1,71873E+16;2,8567E+14;1,89055E+16;4,77225E+13;1,19093E+16;2,36777E+13;1,95639E+16;2,48216E+13
;0;0;1,60281E+16;3,11567E+14;8,21607E+14;1,29306E+14;1,42922E+16;1,08797E+14;1,84243E+16;8,08302E+12
;0;0;1,79341E+16;3,74178E+14;5,75884E+14;4,47162E+13;1,38225E+16;3,25746E+13;1,43218E+16;1,81616E+13
;0;0;3,50968E+14;3,34547E+13;6,5809E+14;7,02977E+13;1,58018E+16;5,75741E+13;2,20064E+14;2,38499E+13
;0;0;1,72366E+16;3,74019E+14;2,36208E+16;1,83211E+14;1,73897E+16;5,07636E+13;1,55226E+16;6,27277E+13
;0;0;2,26373E+16;3,65507E+14;9,35644E+14;1,61827E+14;1,81718E+16;5,13652E+13;1,42234E+16;1,33757E+13
;0;0;1,45811E+16;5,94156E+13;1,29699E+16;1,40268E+14;1,73824E+16;5,00811E+13;7,80518E+14;1,19316E+13
;0;0;1,52678E+16;2,08303E+14;5,33095E+14;7,68233E+13;8,92664E+14;3,42337E+13;8,65321E+14;3,10298E+13
;0;0;5,5291E+14;2,60948E+13;1,61927E+16;8,65801E+13;2,85539E+16;6,88085E+13;1,20507E+16;2,8075E+13
;0;0;2,48352E+16;2,92192E+14;1,02079E+16;2,32247E+14;2,37085E+16;1,17127E+14;1,81726E+16;4,1138E+13
;0;0;8,88642E+14;1,74765E+14;8,69573E+14;7,85644E+13;9,11004E+14;6,06321E+13;3,70884E+14;3,91139E+13
;0;0;1,34268E+16;1,8015E+14;1,36824E+16;1,19631E+14;8,88204E+14;7,10435E+13;1,64246E+16;3,70626E+13
;0;0;6,09412E+14;2,32747E+14;6,81187E+14;8,22358E+13;6,85121E+14;5,53833E+13;5,3333E+14;1,6523E+13
;0;0;7,58893E+14;2,23372E+14;3,22464E+14;1,4767E+14;1,90333E+16;8,66066E+13;2,33108E+16;1,2305E+13
;0;0;1,37887E+16;2,76202E+14;1,01117E+16;1,21983E+14;2,04721E+16;4,13379E+13;1,02789E+16;5,39743E+13
;0;0;2,62844E+16;3,69406E+14;1,18057E+16;1,34418E+14;5,88581E+14;4,18679E+13;2,55664E+16;3,95981E+13
;0;0;2,39534E+16;2,74892E+14;1,64784E+16;1,95644E+14;1,18443E+16;1,20139E+14;2,93696E+14;1,12491E+13
;0;0;5,70112E+14;5,94375E+13;1,65559E+16;1,09861E+14;1,08978E+16;5,64294E+13;1,31245E+16;1,68366E+13
;0;0;1,15585E+16;1,98845E+14;2,76932E+14;1,66634E+14;1,84814E+16;3,65943E+13;2,06797E+16;3,40189E+13
;0;0;1,32293E+16;2,23621E+14;1,06972E+16;7,32955E+13;1,21974E+16;6,31125E+13;2,45727E+16;1,73746E+13
;0;0;7,49459E+14;1,24535E+14;1,98222E+16;1,93955E+14;7,89997E+14;3,80352E+13;2,20196E+16;2,73027E+13
;0;0;1,25943E+16;3,98855E+14;1,75774E+16;1,73261E+14;7,31421E+14;5,05237E+13;1,39388E+16;2,10405E+13
;0;0;1,6483E+16;2,25654E+14;1,09288E+16;1,97653E+14;3,48563E+14;1,79925E+13;9,21501E+14;2,66408E+13
;0;0;1,84374E+16;1,73721E+14;1,73111E+16;4,77898E+13;1,30599E+16;1,52807E+14;1,00869E+16;4,28082E+13
;0;0;1,17315E+16;2,89956E+14;4,58484E+14;1,24905E+14;8,21386E+14;6,49558E+13;9,66509E+14;2,98676E+13
;0;0;1,47352E+16;3,68694E+14;1,41947E+16;1,71716E+14;9,28741E+14;6,06835E+13;1,36465E+16;1,39648E+13
;0;0;2,55265E+16;2,90831E+14;6,15637E+14;3,48652E+13;6,20067E+14;8,33197E+13;8,26278E+14;1,06558E+13
;0;0;1,40334E+16;2,10444E+14;8,55553E+14;2,39912E+14;1,18351E+16;1,65919E+13;8,42787E+14;9,47648E+12
;0;0;1,76215E+16;2,08059E+14;1,06123E+16;1,09914E+14;8,62782E+14;3,39327E+13;1,01524E+16;3,53107E+12
;0;0;8,18339E+14;1,38118E+14;1,14136E+16;1,23202E+14;2,31988E+14;1,23503E+13;3,43182E+14;3,16092E+13
;0;0;1,10493E+16;2,2862E+14;6,56737E+14;8,11308E+13;3,61517E+14;2,94088E+13;4,08047E+14;2,46245E+13
;0;0;7,94256E+14;2,36343E+14;1,29722E+16;1,09296E+14;1,04493E+16;7,07701E+13;5,20357E+14;3,52728E+13
;0;0;1,30654E+16;1,34922E+14;2,33097E+16;2,03581E+14;1,56046E+16;6,72574E+13;3,33501E+16;3,99409E+13
;0;0;1,57799E+14;1,26829E+14;1,47299E+14;1,07363E+14;1,62815E+16;3,70713E+13;4,40901E+14;4,28723E+13
;0;0;3,60007E+14;1,161E+14;1,49944E+16;1,64814E+14;5,26778E+14;3,04222E+13;1,0555E+16;3,95565E+13
;0;0;2,75701E+14;4,18078E+13;5,41424E+14;5,14455E+13;2,53002E+16;5,39198E+13;4,03063E+14;1,28453E+13
;0;0;4,69751E+14;1,77614E+14;1,32896E+16;1,46763E+14;1,20591E+16;7,65462E+13;1,35936E+16;2,74201E+13
;0;0;1,12034E+16;1,77376E+14;7,5153E+14;1,11319E+14;4,07509E+14;8,33168E+13;1,13547E+16;4,3935E+13
;0;0;1,21511E+16;2,52444E+13;1,02424E+16;1,15255E+14;1,60479E+16;1,16986E+14;8,63951E+14;2,35335E+12
;0;0;1,27162E+16;3,73154E+14;5,6774E+14;8,98774E+13;1,20213E+16;1,07839E+14;1,16691E+16;5,32497E+13
;0;0;1,29337E+16;3,60164E+13;7,03552E+14;8,19891E+13;1,26716E+16;9,91755E+13;1,61275E+16;2,87391E+13
;0;0;1,08614E+16;1,22898E+14;6,04141E+14;1,90503E+14;7,02612E+14;8,1154E+13;2,186E+16;3,7811E+13
;0;0;8,18339E+14;2,463E+14;9,97837E+14;1,94102E+14;1,69997E+16;1,30493E+14;1,46363E+16;5,82884E+13
;0;0;3,14763E+16;4,72867E+14;1,4629E+16;9,77912E+13;8,03252E+14;7,64047E+13;7,96382E+14;5,43545E+13
;0;0;9,60298E+14;3,27497E+14;4,73283E+14;6,98992E+13;1,89201E+16;1,17876E+14;1,59802E+16;6,66195E+13
;0;0;9,78423E+14;2,29962E+14;2,22604E+16;1,80895E+14;6,5039E+14;3,64071E+13;1,29604E+16;4,67834E+13
;0;0;2,09049E+16;2,60867E+14;9,0158E+14;9,4674E+13;1,59875E+16;8,06793E+13;2,74545E+16;3,91709E+13
;0;0;2,23546E+16;3,81771E+14;9,16132E+14;9,75171E+13;1,38325E+16;3,3542E+13;1,91116E+16;8,38367E+12
;0;0;1,03575E+16;2,2278E+14;1,37318E+16;8,0856E+13;1,75795E+16;1,16943E+14;2,46047E+16;4,78547E+13
;0;0;7,31572E+14;2,05549E+14;1,36699E+16;1,0222E+14;8,45944E+14;1,10005E+14;1,14286E+16;1,75146E+13
;0;0;1,09571E+16;9,85027E+13;8,91711E+14;1,33803E+14;9,56278E+14;9,83948E+13;2,02236E+16;4,56074E+13
;0;0;9,09222E+14;2,08997E+14;2,63103E+14;6,92659E+13;1,38079E+16;6,01326E+13;2,15583E+16;4,98223E+13
;0;0;1,55142E+16;2,3627E+14;1,52468E+16;2,02499E+14;1,09599E+16;6,85289E+13;2,04847E+16;4,06578E+13
;0;0;5,59507E+14;9,99849E+13;1,28812E+16;1,21106E+14;8,66107E+14;2,80608E+13;1,26468E+16;5,3551E+13
;0;0;1,93018E+16;5,07627E+14;1,66425E+16;1,32141E+14;2,17583E+16;9,27629E+13;1,69873E+16;3,3124E+13
;0;0;1,01908E+16;1,82958E+14;2,25795E+16;2,26722E+14;1,44342E+16;8,11203E+13;8,88734E+14;3,8354E+13
;0;0;1,38039E+16;1,29867E+14;1,91285E+16;2,08324E+14;2,17205E+16;5,3393E+13;7,72481E+14;3,04695E+13
;0;0;1,24394E+16;8,87389E+13;2,33969E+16;1,42879E+14;6,96892E+14;1,4104E+14;1,40452E+16;2,64445E+13
;0;0;6,19917E+14;2,56463E+13;5,434E+14;7,26739E+13;4,46393E+14;5,24192E+13;7,08006E+14;1,97461E+13
;0;0;8,10201E+14;5,95478E+13;9,65312E+14;5,28003E+13;1,43539E+16;4,2614E+13;1,4422E+16;3,43553E+13
;0;0;2,27009E+16;5,58812E+14;9,80546E+14;2,30182E+14;1,25217E+16;5,59591E+13;1,04448E+16;5,35758E+13
;0;0;5,90242E+14;9,46789E+13;6,76321E+14;1,37235E+14;3,24666E+14;3,55399E+13;7,57424E+14;6,05165E+12
;0;0;8,07644E+14;2,7261E+14;1,31376E+16;1,06806E+14;3,63691E+14;6,21344E+13;1,2629E+14;1,02522E+13
;0;0;2,04022E+16;2,79244E+14;1,18875E+16;7,51878E+13;1,64284E+16;9,55265E+13;1,12441E+16;2,05133E+13
;0;0;1,82247E+16;3,19572E+14;1,70107E+16;1,0592E+14;1,41919E+16;8,36456E+13;2,68974E+16;2,15715E+13
;0;0;1,41403E+16;2,61187E+14;1,96819E+16;1,64545E+14;1,06612E+16;1,17043E+14;2,19004E+16;3,74538E+13
;0;0;7,30079E+12;6,0677E+13;5,03623E+14;9,92175E+13;2,35298E+16;1,00622E+14;5,38426E+14;2,00009E+13
;0;0;5,85853E+14;1,96911E+14;1,07305E+16;4,04085E+13;1,71076E+16;6,40194E+13;1,6347E+16;3,42359E+13
;0;0;1,37576E+16;1,11791E+14;1,90164E+16;2,53439E+14;1,30469E+16;1,7444E+13;5,42348E+14;1,64433E+13
;0;0;1,18593E+16;1,77907E+14;4,98025E+14;7,00298E+13;2,19399E+16;9,47604E+13;1,33773E+16;3,01505E+13
;0;0;1,35768E+16;2,30626E+14;1,03557E+16;1,91479E+14;4,24903E+14;7,5356E+13;1,26243E+16;2,98178E+13
;0;0;1,14871E+16;1,32795E+14;2,58818E+14;1,39144E+13;1,07232E+16;7,30225E+13;1,64664E+16;3,6557E+13
;0;0;3,70286E+14;1,04913E+14;1,45296E+16;2,10606E+14;1,28812E+16;4,26237E+13;1,65929E+16;3,69993E+13
;0;0;9,94618E+14;2,05991E+14;1,73499E+16;1,44038E+14;1,4967E+16;1,38388E+14;5,77117E+14;4,13843E+13
;0;0;2,12251E+16;2,51633E+14;1,25348E+16;1,52985E+14;8,38136E+14;1,61913E+13;5,62834E+14;2,82284E+13
;0;0;2,38492E+16;4,24446E+14;1,2794E+16;1,76487E+14;1,26475E+16;8,11722E+13;1,4222E+16;3,09196E+13
;0;0;1,47184E+16;1,59285E+14;9,83639E+14;7,80161E+13;1,07395E+16;2,95471E+12;2,11667E+16;3,20887E+13
;0;0;2,23743E+16;2,92176E+14;7,95833E+14;8,09209E+13;1,59757E+16;1,13927E+14;3,24482E+16;4,16742E+13
;0;0;1,12366E+16;1,53169E+14;6,29314E+13;6,64225E+13;7,2777E+14;6,72285E+13;2,15221E+16;3,10874E+13
;0;0;1,8733E+16;2,97017E+14;1,33302E+16;1,8027E+14;1,67618E+16;9,71299E+13;6,62075E+14;2,32369E+13
;0;0;9,16791E+14;9,5688E+13;1,85507E+16;1,32848E+14;7,68498E+14;6,38587E+13;9,58624E+14;3,04441E+13
;0;0;1,5427E+16;2,30248E+14;3,09008E+14;1,61866E+14;4,76474E+14;2,4902E+13;1,11045E+16;4,55404E+13
;0;0;1,09833E+16;2,42377E+14;4,55779E+14;5,0251E+13;2,2257E+16;6,13561E+13;1,19689E+14;2,96638E+13
;0;0;7,31774E+14;1,84002E+14;8,25567E+14;1,19803E+14;6,53203E+14;1,48814E+13;1,67269E+16;3,97402E+13
;0;0;1,81181E+16;2,94142E+14;2,51012E+14;7,65016E+13;4,21899E+14;5,47075E+13;1,2849E+16;2,57391E+13
;0;0;8,88452E+14;2,46856E+13;1,24431E+16;1,73139E+14;3,19549E+16;1,3162E+14;5,69887E+14;4,69461E+13
;0;0;3,26704E+14;6,46299E+13;2,48281E+14;9,11606E+12;1,19119E+16;3,29911E+13;2,27688E+16;1,11304E+13
;0;0;8,98929E+14;1,0992E+14;8,07733E+14;2,55271E+14;1,08694E+16;4,29449E+13;1,77488E+16;1,26048E+13
;0;0;1,10595E+16;3,39556E+14;2,48587E+16;1,99128E+14;4,5744E+14;7,59585E+13;1,23772E+16;2,38256E+13
