Column1;C_n;Fai_n;e2(input);v2(output);e3;v3;e4;v4;e5;v5
;0;0;3,74462E+14;2,75376E+14;7,95176E+14;1,33061E+14;1,92772E+16;3,81216E+13;3,40935E+14;4,73324E+13
;0;0;2,52138E+14;3,43766E+14;9,91673E+14;4,24339E+13;1,25069E+16;5,92046E+13;1,46057E+14;2,47143E+13
;0;0;8,8186E+14;1,24016E+14;1,66789E+16;1,78811E+14;9,42504E+14;4,98342E+13;8,11407E+14;2,835E+13
;0;0;2,18709E+14;1,14376E+14;9,75205E+14;1,63276E+14;2,7215E+16;1,5471E+14;1,87492E+16;2,19267E+13
;0;0;2,36647E+16;4,89346E+14;9,20906E+14;4,29397E+13;1,17486E+16;2,18524E+13;2,32893E+16;5,30149E+13
;0;0;2,04886E+16;2,68665E+14;1,48128E+16;1,5797E+14;2,69871E+14;3,03708E+13;1,51256E+16;5,66407E+13
;0;0;2,06132E+16;1,81089E+14;9,97426E+14;1,17341E+14;6,56687E+14;1,19505E+14;1,38384E+16;1,0104E+13
;0;0;7,82995E+14;9,14394E+13;2,14734E+16;3,25108E+14;1,06473E+16;1,79911E+13;2,24792E+16;3,53014E+13
;0;0;6,32283E+14;1,91105E+14;6,81995E+14;9,4343E+13;1,09542E+16;5,40545E+13;1,08941E+16;1,81138E+13
;0;0;1,43288E+16;1,2411E+14;1,83413E+16;9,13726E+13;1,37874E+16;7,46885E+13;2,20709E+16;1,29989E+13
;0;0;1,14115E+16;9,55633E+13;2,93519E+14;3,58665E+13;1,16383E+16;4,32478E+13;3,91199E+14;2,47286E+13
;0;0;1,53883E+16;3,73492E+14;3,44077E+14;7,08945E+13;9,30287E+14;1,8737E+13;5,715E+14;3,19022E+13
;0;0;1,50582E+16;2,44237E+14;2,71089E+16;2,8898E+14;2,02797E+16;8,826E+13;1,71292E+16;1,26964E+13
;0;0;4,46191E+14;4,32244E+13;1,36365E+16;3,3063E+13;2,64975E+14;3,0524E+13;1,04617E+16;7,65993E+12
;0;0;1,07363E+16;1,44928E+14;1,89517E+16;1,22392E+14;2,04146E+16;6,89848E+13;1,16193E+16;4,95829E+13
;0;0;1,07378E+16;5,89731E+13;1,73271E+16;1,13519E+14;1,16897E+16;7,95633E+13;1,57915E+16;3,28782E+13
;0;0;1,30328E+16;1,75423E+14;7,3677E+14;2,62257E+13;1,42209E+16;5,72466E+13;1,80471E+16;3,05753E+13
;0;0;1,9157E+16;3,74538E+14;7,57687E+14;2,59521E+13;2,38128E+16;3,6893E+13;1,53016E+16;1,86021E+13
;0;0;2,8093E+14;6,93406E+13;1,55212E+16;2,21112E+14;1,47605E+14;5,44018E+13;1,96343E+16;1,99283E+13
;0;0;1,38062E+16;2,00929E+14;7,39624E+14;1,10867E+14;2,80512E+16;4,48703E+13;1,74597E+16;5,39523E+13
;0;0;8,95384E+14;5,90676E+13;6,73207E+14;1,1164E+14;9,75212E+14;4,34891E+13;4,13856E+14;1,80751E+13
;0;0;1,81076E+16;3,51628E+14;5,76306E+14;2,55085E+13;1,04068E+16;3,45221E+13;1,20107E+16;7,15342E+13
;0;0;2,68075E+16;2,84125E+14;4,9057E+14;8,10513E+13;1,16731E+16;1,10895E+14;7,46077E+14;5,41861E+13
;0;0;1,6873E+16;1,60933E+14;1,1919E+16;1,30853E+14;8,34279E+14;4,58198E+13;8,56214E+14;6,2421E+13
;0;0;1,02375E+16;1,60942E+14;1,02942E+16;1,04843E+14;1,82591E+16;6,40053E+13;1,07426E+16;3,78837E+13
;0;0;1,45655E+16;2,70557E+13;1,67507E+16;7,92376E+13;1,64853E+16;6,52521E+13;2,26403E+16;7,84808E+13
;0;0;1,73859E+16;2,13426E+14;1,77892E+16;1,00009E+14;5,01776E+14;2,95517E+13;3,36704E+14;5,29788E+13
;0;0;1,12801E+16;1,39735E+14;1,68079E+16;2,46095E+14;3,48342E+16;1,5318E+14;2,50083E+16;5,90168E+13
;0;0;8,35174E+14;3,5988E+14;1,82195E+16;2,25922E+14;1,28696E+16;5,81324E+13;2,46256E+16;7,1275E+13
;0;0;1,72953E+16;1,89969E+14;1,99595E+16;1,14938E+14;5,97573E+14;5,03062E+13;1,06751E+16;2,97488E+13
;0;0;1,02012E+16;2,05816E+14;1,53072E+16;1,39951E+14;9,13272E+14;7,82671E+13;1,13036E+16;3,68411E+13
;0;0;1,34586E+16;8,47032E+13;1,62341E+16;1,41057E+14;1,81985E+16;5,30939E+13;3,05329E+16;5,07377E+13
;0;0;1,01314E+16;7,79128E+13;2,58877E+16;2,68946E+13;1,03293E+16;4,47056E+13;2,13001E+16;6,99405E+13
;0;0;6,77486E+14;1,01505E+14;1,22257E+16;6,96734E+13;1,40621E+16;2,6025E+13;8,27835E+14;4,37082E+13
;0;0;1,42035E+16;1,37748E+14;6,14151E+14;7,97196E+13;1,43417E+16;1,00075E+14;1,47541E+16;3,58427E+13
;0;0;1,69691E+16;2,81438E+14;1,48452E+16;5,93044E+13;4,28696E+14;4,83113E+13;9,67241E+14;9,91788E+12
;0;0;5,04496E+14;1,83957E+14;1,58051E+16;2,07153E+14;9,15047E+14;8,68761E+13;6,03053E+14;7,9307E+13
;0;0;3,75292E+14;9,59577E+13;9,64757E+14;5,33231E+13;6,49584E+14;3,09589E+13;3,81687E+14;3,704E+13
;0;0;1,70658E+16;2,73948E+14;2,3364E+16;1,59526E+14;3,27085E+16;1,62175E+13;2,99898E+16;3,11517E+13
;0;0;4,86803E+14;4,95766E+13;8,39092E+14;1,2346E+14;1,03995E+16;4,35176E+13;1,16592E+16;3,3565E+13
;0;0;7,77457E+14;2,55832E+13;7,16175E+14;7,50819E+13;6,56198E+14;7,98382E+13;2,40689E+16;1,24025E+13
;0;0;1,32321E+16;2,41263E+14;1,32353E+16;1,51514E+14;7,64398E+14;4,98307E+13;8,03065E+14;3,25174E+13
;0;0;1,32705E+16;1,9171E+13;1,49852E+16;1,26008E+14;1,1178E+16;4,84405E+13;2,20561E+16;2,81502E+13
;0;0;3,66404E+14;1,20125E+14;1,03166E+16;6,91914E+13;9,34741E+14;6,86195E+13;1,52782E+16;3,0864E+13
;0;0;1,16736E+16;3,29507E+13;2,1573E+16;2,47212E+14;1,10929E+16;1,43054E+14;1,2296E+16;3,56851E+13
;0;0;9,66674E+14;2,05413E+14;2,1864E+16;1,84142E+14;3,67323E+14;4,98453E+13;1,90745E+16;2,3173E+13
;0;0;3,18458E+14;2,34732E+14;1,62772E+14;4,56818E+13;2,42247E+16;9,76403E+13;8,99155E+14;3,62998E+13
;0;0;1,61001E+16;3,41995E+14;1,86907E+16;1,34729E+14;8,40173E+14;6,21726E+13;3,48986E+14;3,20598E+13
;0;0;3,87528E+14;3,51023E+14;7,09625E+14;1,22502E+14;6,80599E+14;2,73745E+13;1,02291E+16;9,70577E+12
;0;0;2,05437E+16;2,55246E+14;2,81625E+14;4,90372E+13;8,67978E+14;1,12003E+14;2,12615E+16;4,81208E+13
;0;0;9,69498E+14;1,0824E+14;9,82754E+14;1,68883E+14;8,27892E+14;3,96818E+13;5,7078E+14;1,1868E+13
;0;0;8,34285E+14;3,51802E+13;5,36697E+14;1,18729E+14;1,7815E+14;3,22912E+13;2,66182E+14;4,82371E+12
;0;0;9,53156E+14;1,03474E+14;6,67985E+14;2,2821E+13;6,92024E+14;9,87689E+13;4,60059E+14;2,85626E+13
;0;0;5,72862E+14;7,28539E+13;1,10908E+16;1,47137E+14;3,25598E+14;5,23476E+13;5,46829E+14;5,83499E+12
;0;0;7,94677E+14;1,5103E+14;1,64668E+16;1,50829E+14;4,8772E+14;3,01902E+13;1,09921E+14;4,33075E+13
;0;0;9,14294E+14;1,10155E+14;1,17957E+16;9,98354E+13;8,24804E+14;3,88588E+13;1,47169E+16;1,14591E+13
;0;0;1,73041E+16;1,92704E+14;5,08864E+14;4,24513E+13;8,01233E+14;7,52023E+13;1,63921E+16;6,35724E+13
;0;0;1,88232E+16;2,65001E+14;1,63218E+16;1,68805E+14;7,54731E+14;6,35595E+13;2,10784E+16;2,58858E+13
;0;0;1,00442E+16;2,34041E+14;8,10704E+14;7,41768E+13;6,78617E+14;5,03202E+13;6,19266E+14;2,97156E+13
;0;0;1,19458E+16;1,91356E+14;6,89113E+14;1,2723E+14;8,10157E+14;3,85663E+13;9,24294E+14;1,65317E+13
;0;0;7,22996E+14;2,0455E+14;2,40192E+16;1,70331E+14;9,75809E+14;1,15609E+14;1,83821E+14;4,9542E+13
;0;0;2,78499E+14;1,79286E+14;8,59713E+14;8,26411E+13;4,53518E+14;5,60493E+13;2,80096E+16;4,57211E+13
;0;0;8,93884E+14;2,08353E+14;9,80719E+14;1,45281E+14;1,15847E+16;5,04202E+13;1,06078E+16;7,09646E+12
;0;0;4,63368E+14;2,02388E+14;1,62073E+16;9,666E+13;2,02381E+14;9,20831E+13;1,45247E+16;2,85927E+13
;0;0;5,63424E+14;6,74978E+13;1,0489E+16;1,19466E+14;1,04291E+16;5,43214E+13;1,84668E+16;3,38043E+13
;0;0;4,03181E+14;2,08982E+14;2,81787E+16;2,71613E+14;3,43917E+14;3,54965E+13;4,9778E+14;3,05335E+13
;0;0;1,88443E+16;3,50002E+14;2,02163E+16;1,95293E+14;8,19433E+14;1,54235E+14;1,03974E+16;2,93294E+13
;0;0;8,94747E+14;2,68038E+14;1,08406E+16;1,09714E+14;9,94406E+14;4,7406E+13;1,96308E+16;2,75524E+13
;0;0;8,78721E+14;1,98369E+13;1,28066E+16;9,17302E+13;9,63327E+14;5,84747E+13;9,57627E+14;1,53432E+13
;0;0;1,61842E+16;1,02282E+14;1,90855E+16;2,77317E+13;1,1109E+16;5,61924E+13;1,91205E+16;1,91915E+12
;0;0;1,73859E+16;2,23198E+14;1,52141E+16;1,73018E+14;8,59718E+14;3,27761E+13;1,31798E+16;2,17848E+13
;0;0;2,09582E+16;3,44516E+14;1,41742E+16;1,94487E+14;5,2855E+14;5,28894E+13;5,7002E+14;5,72649E+13
;0;0;6,15437E+14;2,11511E+14;6,65335E+14;1,05052E+14;4,19054E+14;2,89457E+13;1,17003E+16;1,59647E+13
;0;0;1,52068E+16;2,97238E+14;2,51316E+16;1,75632E+14;7,77953E+14;6,5314E+13;1,84037E+16;1,09467E+13
;0;0;3,20633E+14;1,29576E+14;2,23101E+16;2,43892E+14;7,61507E+14;8,02078E+13;7,44125E+14;1,1145E+13
;0;0;1,09377E+16;1,1832E+14;1,23206E+16;1,30594E+14;9,21088E+14;1,08083E+14;1,34552E+16;4,55416E+13
;0;0;1,04574E+16;5,50008E+13;3,35116E+14;1,38551E+14;5,69553E+14;5,84799E+13;9,16002E+14;3,80923E+13
;0;0;1,1129E+16;2,39096E+14;8,09312E+14;1,48241E+14;1,09791E+16;9,06783E+13;8,43089E+14;1,39975E+13
;0;0;8,55385E+14;9,98259E+13;7,07276E+14;9,82167E+13;9,31561E+14;6,68307E+13;1,75498E+16;2,23577E+13
;0;0;2,16105E+16;2,49453E+14;9,74481E+14;1,38484E+14;4,23908E+14;5,37115E+13;2,33556E+16;9,76278E+12
;0;0;1,37592E+16;2,66943E+14;3,15407E+16;2,43947E+14;2,02284E+16;2,00806E+13;5,65186E+14;4,95227E+13
;0;0;9,68955E+14;6,93638E+13;7,50211E+14;1,33291E+14;1,0678E+16;1,14103E+14;1,3737E+16;1,26207E+13
;0;0;1,65977E+16;2,6073E+14;1,9905E+16;7,94265E+13;3,8088E+14;1,38811E+14;1,41689E+16;4,01463E+13
;0;0;8,86539E+14;2,59066E+14;1,75843E+16;1,57774E+14;1,29375E+16;6,53976E+13;1,3368E+16;1,51063E+13
;0;0;8,27434E+14;1,057E+14;1,20913E+16;7,66043E+13;1,03408E+16;1,28908E+13;4,25029E+14;3,27698E+13
;0;0;5,37899E+14;1,34656E+14;6,94096E+14;1,45086E+14;1,2801E+16;6,96322E+13;1,8845E+16;1,45092E+13
;0;0;1,21332E+16;1,50406E+14;1,89613E+16;1,32408E+14;2,44954E+16;6,65774E+13;1,6063E+14;1,33137E+13
;0;0;7,60453E+14;1,83424E+14;1,14963E+16;8,06956E+13;1,82778E+16;4,51041E+13;6,8078E+14;1,72631E+13
;0;0;1,01313E+16;2,8287E+14;5,90642E+14;1,09421E+14;8,2988E+14;3,96117E+13;1,00239E+16;1,02187E+13
;0;0;1,99107E+16;2,68102E+14;1,77588E+14;4,20292E+13;2,73127E+16;1,50233E+14;3,27889E+14;3,34128E+13
;0;0;1,48432E+16;1,37498E+14;8,3084E+14;9,5336E+13;2,08768E+16;5,73577E+13;1,85615E+16;2,83507E+13
;0;0;2,19636E+16;4,3613E+14;2,23029E+16;1,31139E+14;5,79331E+14;4,60416E+13;2,28477E+16;5,25049E+13
;0;0;8,0872E+14;1,89017E+14;1,41216E+16;2,00671E+14;1,35547E+16;2,23873E+13;5,90328E+14;3,83414E+13
;0;0;2,75688E+16;4,62468E+14;1,61469E+16;1,83157E+14;6,20466E+14;1,08619E+14;2,4547E+16;1,34E+13
;0;0;1,55024E+16;2,66802E+14;1,10814E+16;1,58241E+14;3,28628E+14;2,4434E+13;8,65341E+14;3,01918E+13
;0;0;2,76737E+14;6,60084E+13;1,40706E+16;6,92593E+13;2,36738E+16;1,4631E+14;1,61814E+16;1,70349E+13
;0;0;2,2208E+16;3,42317E+14;1,20722E+16;1,28817E+14;6,3623E+14;8,63987E+13;1,19042E+16;1,27449E+13
;0;0;1,15014E+16;1,28815E+14;6,39326E+14;6,90729E+13;1,31324E+16;8,88951E+13;9,75558E+14;2,37668E+13
;0;0;1,51182E+16;4,24617E+14;4,65632E+14;2,41308E+13;1,00513E+16;6,1479E+13;9,38728E+14;3,78056E+13
;0;0;1,13763E+16;9,32021E+13;8,04699E+14;1,23358E+14;8,91959E+14;2,75389E+13;1,25688E+16;1,77499E+13
;0;0;1,52531E+16;2,22605E+14;6,31714E+14;7,98758E+13;5,81812E+14;1,03794E+14;6,18299E+14;4,22085E+13
;0;0;7,64931E+14;5,58007E+13;6,66608E+14;8,11468E+13;1,26605E+16;4,50724E+13;1,81281E+16;8,38198E+13
;0;0;8,64858E+14;1,64324E+14;1,00158E+16;1,04353E+14;1,85877E+16;3,83034E+13;3,45041E+16;4,28281E+13
;0;0;1,08033E+16;2,91717E+14;1,23475E+16;6,65387E+13;2,90597E+16;9,92726E+13;5,88863E+14;1,03124E+13
;0;0;1,2777E+16;2,52549E+14;1,15977E+16;2,51758E+14;5,75643E+14;4,46929E+13;2,38025E+16;5,02926E+13
;0;0;1,21644E+16;8,80382E+13;1,23668E+16;5,71749E+13;6,88744E+14;4,68935E+13;1,33297E+16;4,72321E+13
;0;0;1,51111E+16;2,25576E+14;5,26111E+14;7,80722E+13;9,57936E+14;2,31895E+13;4,96012E+14;5,23594E+13
;0;0;1,07359E+16;2,07331E+14;3,18456E+16;2,18356E+14;1,15924E+16;7,06236E+13;1,39769E+16;5,83338E+13
;0;0;7,82657E+13;1,19929E+14;1,95304E+16;1,79658E+14;1,06977E+16;2,49452E+13;7,68917E+14;1,31513E+13
;0;0;6,93162E+14;1,41243E+14;1,47919E+16;2,68723E+14;9,82203E+14;6,55117E+13;2,84546E+16;1,38517E+13
;0;0;1,35151E+16;2,32544E+14;5,9783E+14;4,70047E+13;2,2124E+16;1,2179E+14;1,52464E+16;1,2997E+13
;0;0;2,12533E+16;3,25617E+14;7,02844E+14;6,3358E+13;8,71458E+14;2,90193E+13;2,00637E+16;4,36257E+12
;0;0;9,37844E+14;2,98551E+14;1,03287E+16;1,64915E+14;9,52463E+14;2,0571E+13;2,36701E+16;3,39001E+13
;0;0;1,10326E+16;2,08055E+14;7,75933E+14;2,42165E+14;3,19745E+14;2,97424E+13;1,93433E+16;1,69434E+13
;0;0;8,5064E+14;1,5616E+14;1,37073E+16;2,72584E+14;1,31578E+16;5,33606E+13;1,60055E+16;2,47899E+13
;0;0;8,05458E+14;3,71446E+13;1,53459E+16;1,15412E+14;4,02939E+14;3,22001E+13;1,3623E+16;3,52191E+13
;0;0;5,09932E+14;1,18499E+14;1,43778E+16;1,89058E+14;1,82214E+16;1,02263E+14;1,37056E+16;1,59339E+13
;0;0;8,40481E+14;2,89092E+14;9,76777E+14;1,24977E+14;3,79597E+14;1,74692E+13;1,93803E+16;3,21029E+13
;0;0;1,44781E+16;1,50734E+14;1,21687E+16;1,10396E+14;9,19853E+14;4,68273E+13;4,66389E+14;4,0142E+13
;0;0;1,82492E+14;8,64681E+13;7,70127E+14;9,40016E+13;1,37655E+16;1,10109E+14;1,04835E+16;2,56746E+13
;0;0;7,81286E+14;1,71559E+14;2,60965E+16;3,22038E+14;2,02697E+16;4,38772E+13;2,39813E+16;4,331E+13
;0;0;1,40461E+16;3,38094E+14;9,54357E+14;1,32694E+14;2,11759E+16;1,18399E+14;7,81214E+14;5,03255E+13
;0;0;6,8915E+14;1,07742E+14;8,13874E+14;1,66965E+14;1,7186E+16;3,11515E+13;1,14678E+16;1,72155E+13
;0;0;7,09648E+14;8,38742E+13;1,54798E+16;1,70728E+14;8,3827E+14;9,50193E+13;1,37676E+16;1,43034E+13
;0;0;1,56179E+16;1,38616E+14;8,11141E+14;5,78311E+13;1,06054E+16;6,82589E+13;1,00503E+16;1,28472E+13
;0;0;1,70097E+16;2,64566E+14;8,41221E+14;2,73795E+13;1,57282E+16;5,50369E+13;9,1667E+14;1,08562E+13
;0;0;2,30335E+16;4,24327E+14;1,99368E+16;1,95995E+14;1,61287E+16;3,51805E+13;1,63689E+16;6,48561E+13
;0;0;1,61471E+16;2,35257E+14;8,25564E+14;1,03112E+14;1,14599E+16;2,29556E+13;1,32568E+16;3,47155E+13
;0;0;1,72015E+16;3,26576E+14;1,19097E+16;1,2029E+14;8,53227E+14;2,8768E+13;1,19633E+16;4,25775E+13
;0;0;1,58902E+16;2,30944E+14;7,34721E+14;5,76204E+13;2,34568E+16;7,50482E+13;1,92158E+16;4,31801E+13
;0;0;5,47438E+14;7,34582E+13;1,38226E+16;1,40512E+14;1,65046E+16;4,86482E+13;2,58478E+16;2,22329E+13
;0;0;6,59179E+14;1,35573E+14;6,9225E+14;1,09103E+14;1,46619E+16;8,23537E+13;1,58407E+16;1,75005E+13
;0;0;6,34101E+14;8,06614E+13;1,17579E+16;7,58569E+13;1,12215E+16;4,4126E+13;9,97662E+14;3,71505E+13
;0;0;6,22312E+14;2,44657E+14;1,33797E+16;9,53504E+13;1,19672E+16;1,19664E+13;1,26262E+16;3,52442E+13
;0;0;1,01403E+16;1,29547E+14;1,45156E+14;1,17256E+14;1,10137E+16;1,21251E+14;7,06703E+14;2,19798E+13
;0;0;1,74278E+16;2,79648E+14;5,78038E+14;6,40509E+13;2,36281E+16;3,86984E+13;1,37495E+16;3,09193E+13
;0;0;2,23352E+16;1,46609E+14;2,25063E+16;3,55771E+14;1,0137E+14;3,49809E+13;2,18329E+16;4,31128E+13
;0;0;6,22166E+14;1,5665E+14;1,96728E+16;1,16899E+14;1,75885E+16;3,21568E+13;1,15985E+16;8,62535E+12
;0;0;6,99155E+14;1,51763E+14;1,39277E+16;1,17588E+14;8,4998E+14;7,80694E+13;2,07595E+16;3,72786E+13
;0;0;1,62911E+16;2,01093E+14;7,56916E+14;1,88019E+14;5,84905E+14;3,47191E+13;1,79269E+16;2,15594E+13
;0;0;8,45946E+14;1,05312E+14;2,10122E+16;1,29859E+14;2,27439E+16;6,51001E+13;2,526E+16;2,46514E+13
;0;0;7,66882E+14;9,25963E+13;1,2415E+16;4,94684E+13;1,2429E+16;8,30996E+13;1,22055E+16;6,03455E+13
;0;0;2,04443E+16;1,08279E+14;2,38859E+16;2,25723E+14;6,988E+14;1,57598E+13;2,2498E+16;6,31454E+13
;0;0;1,40673E+16;1,58633E+14;1,37644E+16;1,08792E+14;1,30787E+14;5,14342E+13;9,16085E+14;3,61238E+13
;0;0;2,10806E+16;4,16756E+14;4,15484E+14;8,81106E+13;3,2359E+14;1,42068E+13;1,92564E+16;4,50521E+13
;0;0;1,79971E+16;1,27704E+14;6,82651E+14;1,20504E+14;8,42221E+14;9,61253E+13;8,74E+14;2,1955E+13
;0;0;1,94513E+16;1,60143E+14;5,87354E+14;6,88285E+13;7,26411E+14;8,26465E+13;2,39398E+16;6,61306E+13
;0;0;1,57142E+16;1,34358E+14;1,30908E+16;1,11366E+14;1,15509E+16;7,68629E+13;1,8392E+16;2,24408E+13
;0;0;1,26589E+16;3,61348E+14;1,36875E+16;9,1783E+13;4,19134E+14;4,68829E+13;3,91965E+14;1,06749E+13
;0;0;1,07837E+16;2,25075E+14;5,71529E+14;1,02944E+14;2,08489E+16;1,59911E+14;1,20544E+16;3,13871E+13
;0;0;1,0004E+16;2,16709E+14;9,29706E+14;8,42598E+13;1,7723E+16;8,2497E+13;8,02729E+14;2,34989E+13
;0;0;2,66404E+14;5,50039E+13;1,34032E+16;1,52741E+14;2,43188E+14;4,27007E+13;6,16772E+14;2,11027E+13
;0;0;5,87756E+14;1,25397E+14;7,12208E+14;7,6703E+13;1,35562E+16;4,93647E+13;8,64046E+14;7,62804E+12
;0;0;9,21517E+13;1,91346E+14;4,44903E+14;1,39279E+14;2,14259E+16;1,05533E+14;3,44825E+16;4,1248E+13
;0;0;1,5436E+16;2,46614E+14;1,42554E+16;3,24857E+13;2,01744E+16;8,1373E+13;1,46159E+14;1,34429E+13
;0;0;1,17268E+16;2,34853E+14;8,04082E+14;5,86386E+13;8,02146E+14;5,32893E+13;1,88974E+16;2,4749E+13
;0;0;1,92257E+16;2,01417E+14;1,6388E+16;2,18416E+14;1,59047E+16;4,51225E+13;8,82031E+14;4,92628E+13
;0;0;1,65929E+16;3,09687E+14;7,97168E+14;2,99822E+13;1,17674E+16;5,22346E+13;1,10016E+16;2,73687E+13
;0;0;1,14832E+16;3,32314E+14;7,83655E+14;2,20036E+14;1,06974E+16;5,99591E+13;7,74224E+14;2,56201E+13
;0;0;1,23236E+16;9,21879E+13;8,77747E+14;7,72191E+13;5,352E+14;8,04065E+13;7,52572E+14;2,01616E+13
;0;0;1,8111E+14;8,05561E+13;1,58495E+16;2,28638E+14;1,15388E+16;1,21698E+13;1,60301E+16;2,07073E+13
;0;0;8,83001E+14;8,62893E+13;7,62624E+14;4,03963E+13;1,13766E+16;1,50853E+13;1,8649E+16;3,64665E+13
;0;0;4,14279E+14;9,99374E+13;8,87686E+14;9,17356E+13;4,88148E+14;3,80421E+13;4,81427E+14;1,48684E+13
;0;0;5,75617E+14;2,31711E+14;3,21073E+14;6,11178E+13;3,11648E+14;3,31295E+13;9,49402E+14;2,72581E+13
;0;0;2,02215E+16;4,7939E+14;5,45154E+14;5,20307E+13;2,03439E+16;4,70255E+13;1,90892E+16;3,35676E+13
;0;0;6,48585E+14;8,70929E+12;7,47524E+14;1,35139E+14;1,42801E+16;7,31522E+13;9,9484E+14;3,3922E+13
;0;0;1,01315E+16;1,76061E+14;3,38836E+14;5,62957E+13;9,33089E+14;2,12123E+13;7,91577E+14;2,31908E+13
;0;0;4,99854E+14;4,51485E+13;9,48907E+14;1,25695E+14;1,2837E+16;7,20703E+13;7,36637E+14;1,76749E+13
;0;0;1,78662E+14;3,56655E+13;3,68144E+14;8,23681E+13;1,57233E+16;1,00747E+14;4,49346E+14;2,18433E+13
;0;0;9,75236E+14;8,05635E+13;1,25673E+16;8,57293E+13;1,28268E+16;6,89786E+13;3,56521E+14;4,63628E+13
;0;0;2,15199E+16;3,34652E+14;1,49404E+16;8,50117E+13;1,79598E+16;8,12588E+13;2,83598E+16;7,08196E+12
;0;0;2,11631E+16;2,57967E+14;9,03187E+14;8,38811E+13;1,43495E+16;1,09168E+14;2,09703E+16;1,57737E+13
;0;0;1,10358E+16;1,41212E+14;1,951E+16;2,09702E+14;9,79833E+14;5,08914E+13;8,30895E+14;3,02722E+13
;0;0;6,88973E+14;2,70139E+14;8,71132E+14;1,74929E+14;2,09379E+16;7,37474E+13;7,99309E+14;4,92395E+13
;0;0;1,17542E+14;2,15826E+14;1,36078E+16;1,43455E+14;9,47669E+14;5,52157E+13;1,24366E+16;2,49185E+13
;0;0;1,54242E+16;1,4984E+14;1,37894E+16;2,39372E+13;1,84436E+14;4,53699E+13;8,68615E+14;7,24005E+12
;0;0;1,07472E+16;1,24567E+14;8,52501E+14;5,37392E+13;2,45371E+16;7,04148E+13;1,73561E+16;5,36882E+12
;0;0;1,07937E+16;1,63168E+14;9,25291E+14;1,22456E+14;1,22498E+16;3,06908E+13;1,26213E+16;4,30609E+13
;0;0;2,25483E+16;3,97693E+14;1,35039E+16;1,50898E+14;6,0124E+14;7,54136E+13;8,47883E+14;8,08724E+12
;0;0;4,83427E+14;3,1127E+14;1,79519E+16;7,52323E+13;1,25217E+16;3,5727E+13;1,15564E+16;3,11152E+13
;0;0;7,11958E+14;2,07383E+14;2,43008E+16;1,69175E+14;1,0805E+16;4,3657E+13;9,45736E+14;4,14335E+13
;0;0;1,50078E+16;2,31259E+14;1,34609E+16;8,52114E+13;2,52956E+14;1,21449E+14;1,51429E+16;2,72615E+13
;0;0;2,04118E+16;1,8107E+14;1,44322E+16;1,42637E+14;2,19541E+16;7,90138E+13;9,63108E+14;2,02112E+13
;0;0;6,99959E+14;2,29837E+14;8,7616E+14;9,02895E+13;1,21013E+16;1,85721E+13;1,65839E+16;4,39276E+13
;0;0;1,68974E+16;3,19343E+14;1,85547E+16;8,75963E+13;1,10364E+16;5,72549E+13;1,42292E+16;1,90178E+13
;0;0;1,32527E+16;2,97328E+14;8,59372E+14;1,56864E+14;1,81348E+16;5,90077E+13;1,66859E+16;2,2171E+13
;0;0;1,1767E+16;1,25455E+14;1,48455E+16;9,62791E+13;1,11163E+16;8,91589E+13;7,8797E+14;1,59796E+13
;0;0;3,34299E+14;4,84102E+13;1,15659E+16;6,51813E+13;5,2061E+14;7,52413E+13;1,69744E+16;3,01579E+13
;0;0;2,41238E+16;1,57397E+14;1,07723E+16;2,09541E+14;1,72523E+16;8,49375E+13;9,51363E+14;1,61961E+13
;0;0;1,12221E+14;6,60278E+13;6,35019E+14;1,1565E+14;1,05714E+16;4,12253E+13;1,90888E+16;3,66208E+13
;0;0;1,72467E+16;4,93626E+14;7,31098E+14;9,31453E+13;6,4026E+14;2,14907E+13;5,52021E+14;2,49193E+13
;0;0;1,09064E+16;1,64521E+14;1,3956E+16;1,96111E+14;2,34386E+16;9,66669E+13;1,13744E+16;3,12435E+13
;0;0;9,97814E+14;1,4531E+14;6,37775E+14;2,26306E+13;1,17692E+16;7,91961E+13;5,5038E+14;2,71672E+13
;0;0;1,6206E+16;3,04272E+14;6,82834E+14;1,76752E+14;2,51395E+16;1,35194E+14;2,40027E+16;3,4333E+13
;0;0;9,98171E+14;2,7811E+14;9,3172E+14;1,45555E+14;1,33273E+16;1,04652E+14;1,85685E+16;1,99592E+13
;0;0;5,71787E+14;1,61661E+14;4,47579E+14;4,48804E+13;1,25904E+16;6,32831E+13;2,49963E+16;5,58983E+13
;0;0;8,02752E+14;7,4861E+13;1,15857E+16;7,44199E+13;1,38815E+16;1,05597E+14;9,5376E+14;2,17232E+13
;0;0;1,76749E+14;5,84574E+13;3,95542E+14;1,70466E+14;7,41218E+14;4,47053E+13;5,55543E+14;1,2539E+13
;0;0;8,74881E+14;1,17498E+14;7,7954E+14;1,37991E+14;6,28782E+14;4,8493E+13;3,03115E+16;2,75998E+13
;0;0;2,48786E+16;3,95222E+14;1,07396E+16;1,41113E+14;3,08969E+16;6,72485E+13;2,88342E+16;2,6835E+13
;0;0;1,14031E+16;1,62814E+14;1,26512E+16;1,03628E+14;5,88141E+14;6,38823E+13;7,54501E+14;2,50522E+13
;0;0;5,94743E+14;6,26863E+13;5,10332E+14;1,74601E+14;5,30304E+14;6,82524E+13;1,30438E+16;1,37498E+13
