Coluna1;Coluna2;Coluna3;Coluna4;Coluna5;Coluna6;Coluna7;Coluna8;Coluna9;Coluna10;Coluna11
;0.0000000000000000;0.0000000000000000;9,34034E+14;1,73176E+14;6,64906E+14;8,89264E+13;5,87408E+14;8,43823E+13;0.10810417855539843;6,84537E+13
;0.0000000000000000;0.0000000000000000;0.14630584405342248;1,77633E+14;7,35813E+14;9,67174E+13;0.11634054530514090;6,75117E+13;9,883E+14;2,296E+13
;0.0000000000000000;0.0000000000000000;0.15537727107387386;1,67706E+14;5,16136E+14;9,45314E+13;4,90146E+14;8,96159E+12;1,42366E+14;3,09712E+13
;0.0000000000000000;0.0000000000000000;8,13705E+14;1,74276E+14;0.11120674370311967;1,85316E+14;0.10402536414696772;1,49808E+13;0.14538328877849732;1,36565E+13
;0.0000000000000000;0.0000000000000000;0.12636988070967914;3,20269E+14;3,85156E+14;9,00585E+13;0.14512270858011161;8,58457E+13;0.16642528650794691;6,85059E+13
;0.0000000000000000;0.0000000000000000;0.14706875292305144;1,90418E+14;7,11221E+14;1,34237E+14;3,17019E+14;2,54301E+13;0.18659139812242820;5,28036E+13
;0.0000000000000000;0.0000000000000000;0.19630365797341987;4,29222E+14;8,55462E+14;7,78397E+13;0.11085473225094186;6,89859E+13;0.20483462503487987;5,18489E+12
;0.0000000000000000;0.0000000000000000;0.16798761118365885;2,48007E+14;7,25534E+14;2,87454E+13;0.13029768575946252;7,89746E+13;0.16451904315186075;2,32849E+13
;0.0000000000000000;0.0000000000000000;6,32613E+14;1,94452E+14;7,25907E+14;8,83188E+13;0.10587940046088720;6,16965E+13;0.21063685287896486;2,61493E+13
;0.0000000000000000;0.0000000000000000;0.13248316042535874;1,19852E+14;4,13897E+14;6,22139E+13;6,85665E+14;2,45804E+13;0.27572462095929873;3,62873E+13
;0.0000000000000000;0.0000000000000000;0.11993640302160001;1,14681E+14;6,96735E+14;1,22892E+14;9,00283E+14;5,51486E+13;0.12624883438625756;5,35987E+13
;0.0000000000000000;0.0000000000000000;8,65605E+14;2,4979E+14;6,18051E+14;1,10733E+14;0.18359042820804522;7,33007E+13;0.10772449556604875;3,02748E+13
;0.0000000000000000;0.0000000000000000;0.10218360116006441;4,53036E+13;8,1355E+14;1,80251E+13;3,15145E+14;2,02971E+13;0.13535009440504966;1,38944E+13
;0.0000000000000000;0.0000000000000000;0.22028199556400599;2,83625E+14;9,75275E+14;1,54221E+14;0.17605154115984697;6,84214E+13;0.13701934215745384;6,83644E+13
;0.0000000000000000;0.0000000000000000;0.17085187906531124;2,93896E+14;6,56909E+14;1,44104E+14;0.11283493852412609;2,29187E+13;9,4261E+14;1,76902E+13
;0.0000000000000000;0.0000000000000000;0.11081619996601068;2,65484E+14;5,24835E+14;9,73736E+13;1,45001E+14;4,8734E+13;0.13982235327422918;1,40341E+13
;0.0000000000000000;0.0000000000000000;0.19427497839628824;2,49325E+14;9,83137E+14;1,19111E+14;2,02017E+14;6,05724E+13;0.11922172478604162;1,97459E+13
;0.0000000000000000;0.0000000000000000;5,66135E+14;4,94286E+13;4,75545E+14;1,15497E+14;0.13004365332088033;8,41475E+13;0.13588925458952003;1,89447E+13
;0.0000000000000000;0.0000000000000000;0.16088047868632377;4,14996E+14;0.15192812117524057;2,97224E+13;8,96539E+14;2,24325E+13;0.14363600010601646;2,49694E+13
;0.0000000000000000;0.0000000000000000;0.22403174363770417;1,99826E+14;2,49606E+14;1,23609E+14;1,36034E+14;4,13104E+13;0.11348990538630374;1,81078E+13
;0.0000000000000000;0.0000000000000000;7,67937E+14;1,46259E+13;2,24421E+14;8,64584E+13;2,89754E+14;9,53482E+13;7,00241E+14;4,16412E+13
;0.0000000000000000;0.0000000000000000;0.18125480823506038;2,78725E+14;0.31519086785781492;1,48931E+14;3,96495E+14;6,33613E+13;9,25916E+14;1,96679E+13
;0.0000000000000000;0.0000000000000000;0.15561570627661839;1,48327E+14;0.23600104372213168;2,46924E+14;7,12323E+14;4,35169E+13;0.10813716109745186;3,80661E+13
;0.0000000000000000;0.0000000000000000;0.24612641462599233;3,53221E+14;9,19639E+14;1,01261E+14;0.15986121308813711;2,37058E+13;0.16810636916344604;2,2979E+13
;0.0000000000000000;0.0000000000000000;0.15621696045247779;1,34573E+14;0.10325410932886414;3,34551E+13;0.10121203277104265;5,55871E+13;0.13621338108421732;6,79244E+13
;0.0000000000000000;0.0000000000000000;7,15135E+14;2,23271E+14;0.12830706947452303;6,91205E+13;4,1153E+14;1,59293E+13;9,51269E+14;3,94561E+13
;0.0000000000000000;0.0000000000000000;5,48712E+14;1,64402E+14;0.15825263923286267;1,51208E+13;0.10561582706270782;8,2194E+13;0.15271370308405105;4,94654E+13
;0.0000000000000000;0.0000000000000000;0.17298281294922782;1,87864E+14;9,3455E+14;1,2926E+14;0.17239702957133179;6,81323E+13;0.13698185738134661;1,17973E+13
;0.0000000000000000;0.0000000000000000;0.21328196571215968;4,22059E+14;4,53675E+14;9,703E+13;6,73881E+14;7,26008E+12;9,19478E+14;3,0223E+13
;0.0000000000000000;0.0000000000000000;0.11168863149652451;1,45328E+14;7,69627E+14;6,54357E+13;7,26041E+14;5,55525E+13;8,46007E+14;5,50678E+13
;0.0000000000000000;0.0000000000000000;4,54826E+14;1,32042E+14;0.16880048957967289;1,2919E+14;0.17693942600079759;7,10484E+13;0.12010977747098833;2,62972E+13
;0.0000000000000000;0.0000000000000000;0.12292374201050944;2,57821E+14;0.10340587932063729;1,11565E+14;0.29359340578092025;5,59287E+13;0.20055196823404442;1,82454E+13
;0.0000000000000000;0.0000000000000000;0.12109766657537860;2,61057E+14;0.15467397813672060;1,94262E+14;0.10825718758762699;6,23468E+13;8,76112E+14;3,70181E+13
;0.0000000000000000;0.0000000000000000;5,82001E+14;1,66644E+14;7,81228E+14;4,22801E+13;0.11324987122095037;2,12768E+12;0.12421348776126663;8,70453E+12
;0.0000000000000000;0.0000000000000000;0.12521262735913569;3,17967E+14;0.25060063158171819;2,16205E+14;0.11628965319157679;9,67278E+13;0.14280751862832841;2,27152E+13
;0.0000000000000000;0.0000000000000000;0.12731863115968109;4,34503E+14;0.12604576982758697;1,72201E+14;0.18550673127938819;1,25032E+14;0.13128434083177201;1,3334E+13
;0.0000000000000000;0.0000000000000000;6,32516E+13;7,18634E+13;0.12883711151297139;1,58704E+14;0.12252937343801328;6,43314E+13;7,24663E+14;5,00302E+13
